ubigeo	ambito	departamento	provincia	distrito	continente	pais	ciudad
010202	peru	AMAZONAS	BAGUA	ARAMANGO			
010205	peru	AMAZONAS	BAGUA	BAGUA			
010203	peru	AMAZONAS	BAGUA	COPALLIN			
010204	peru	AMAZONAS	BAGUA	EL PARCO			
010206	peru	AMAZONAS	BAGUA	IMAZA			
010201	peru	AMAZONAS	BAGUA	LA PECA			
010304	peru	AMAZONAS	BONGARÁ	CHISQUILLA			
010305	peru	AMAZONAS	BONGARÁ	CHURUJA			
010302	peru	AMAZONAS	BONGARÁ	COROSHA			
010303	peru	AMAZONAS	BONGARÁ	CUISPES			
010306	peru	AMAZONAS	BONGARÁ	FLORIDA			
010312	peru	AMAZONAS	BONGARÁ	JAZAN			
010301	peru	AMAZONAS	BONGARÁ	JUMBILLA			
010307	peru	AMAZONAS	BONGARÁ	RECTA			
010308	peru	AMAZONAS	BONGARÁ	SAN CARLOS			
010309	peru	AMAZONAS	BONGARÁ	SHIPASBAMBA			
010310	peru	AMAZONAS	BONGARÁ	VALERA			
010311	peru	AMAZONAS	BONGARÁ	YAMBRASBAMBA			
010102	peru	AMAZONAS	CHACHAPOYAS	ASUNCIÓN			
010103	peru	AMAZONAS	CHACHAPOYAS	BALSAS			
010101	peru	AMAZONAS	CHACHAPOYAS	CHACHAPOYAS			
010104	peru	AMAZONAS	CHACHAPOYAS	CHETO			
010105	peru	AMAZONAS	CHACHAPOYAS	CHILIQUIN			
010106	peru	AMAZONAS	CHACHAPOYAS	CHUQUIBAMBA			
010107	peru	AMAZONAS	CHACHAPOYAS	GRANADA			
010108	peru	AMAZONAS	CHACHAPOYAS	HUANCAS			
010109	peru	AMAZONAS	CHACHAPOYAS	LA JALCA			
010110	peru	AMAZONAS	CHACHAPOYAS	LEIMEBAMBA			
010111	peru	AMAZONAS	CHACHAPOYAS	LEVANTO			
010112	peru	AMAZONAS	CHACHAPOYAS	MAGDALENA			
010113	peru	AMAZONAS	CHACHAPOYAS	MARISCAL CASTILLA			
010114	peru	AMAZONAS	CHACHAPOYAS	MOLINOPAMPA			
010115	peru	AMAZONAS	CHACHAPOYAS	MONTEVIDEO			
010116	peru	AMAZONAS	CHACHAPOYAS	OLLEROS			
010117	peru	AMAZONAS	CHACHAPOYAS	QUINJALCA			
010118	peru	AMAZONAS	CHACHAPOYAS	SAN FRANCISCO DE DAGUAS			
010119	peru	AMAZONAS	CHACHAPOYAS	SAN ISIDRO DE MAINO			
010120	peru	AMAZONAS	CHACHAPOYAS	SOLOCO			
010121	peru	AMAZONAS	CHACHAPOYAS	SONCHE			
010603	peru	AMAZONAS	CONDORCANQUI	EL CENEPA			
010601	peru	AMAZONAS	CONDORCANQUI	NIEVA			
010602	peru	AMAZONAS	CONDORCANQUI	RÍO SANTIAGO			
010402	peru	AMAZONAS	LUYA	CAMPORREDONDO			
010403	peru	AMAZONAS	LUYA	COCABAMBA			
010404	peru	AMAZONAS	LUYA	COLCAMAR			
010405	peru	AMAZONAS	LUYA	CONILA			
010406	peru	AMAZONAS	LUYA	INGUILPATA			
010401	peru	AMAZONAS	LUYA	LAMUD			
010407	peru	AMAZONAS	LUYA	LONGUITA			
010408	peru	AMAZONAS	LUYA	LONYA CHICO			
010409	peru	AMAZONAS	LUYA	LUYA			
010410	peru	AMAZONAS	LUYA	LUYA VIEJO			
010411	peru	AMAZONAS	LUYA	MARÍA			
010412	peru	AMAZONAS	LUYA	OCALLI			
010413	peru	AMAZONAS	LUYA	OCUMAL			
010414	peru	AMAZONAS	LUYA	PISUQUIA			
010423	peru	AMAZONAS	LUYA	PROVIDENCIA			
010415	peru	AMAZONAS	LUYA	SAN CRISTÓBAL			
010416	peru	AMAZONAS	LUYA	SAN FRANCISCO DEL YESO			
010417	peru	AMAZONAS	LUYA	SAN JERÓNIMO			
010418	peru	AMAZONAS	LUYA	SAN JUAN DE LOPECANCHA			
010419	peru	AMAZONAS	LUYA	SANTA CATALINA			
010420	peru	AMAZONAS	LUYA	SANTO TOMÁS			
010421	peru	AMAZONAS	LUYA	TINGO			
010422	peru	AMAZONAS	LUYA	TRITA			
010503	peru	AMAZONAS	RODRÍGUEZ DE MENDOZA	CHIRIMOTO			
010502	peru	AMAZONAS	RODRÍGUEZ DE MENDOZA	COCHAMAL			
010504	peru	AMAZONAS	RODRÍGUEZ DE MENDOZA	HUAMBO			
010505	peru	AMAZONAS	RODRÍGUEZ DE MENDOZA	LIMABAMBA			
010506	peru	AMAZONAS	RODRÍGUEZ DE MENDOZA	LONGAR			
010508	peru	AMAZONAS	RODRÍGUEZ DE MENDOZA	MARISCAL BENAVIDES			
010507	peru	AMAZONAS	RODRÍGUEZ DE MENDOZA	MILPUCC			
010509	peru	AMAZONAS	RODRÍGUEZ DE MENDOZA	OMIA			
010501	peru	AMAZONAS	RODRÍGUEZ DE MENDOZA	SAN NICOLÁS			
010510	peru	AMAZONAS	RODRÍGUEZ DE MENDOZA	SANTA ROSA			
010511	peru	AMAZONAS	RODRÍGUEZ DE MENDOZA	TOTORA			
010512	peru	AMAZONAS	RODRÍGUEZ DE MENDOZA	VISTA ALEGRE			
010701	peru	AMAZONAS	UTCUBAMBA	BAGUA GRANDE			
010702	peru	AMAZONAS	UTCUBAMBA	CAJARURO			
010703	peru	AMAZONAS	UTCUBAMBA	CUMBA			
010704	peru	AMAZONAS	UTCUBAMBA	EL MILAGRO			
010705	peru	AMAZONAS	UTCUBAMBA	JAMALCA			
010706	peru	AMAZONAS	UTCUBAMBA	LONYA GRANDE			
010707	peru	AMAZONAS	UTCUBAMBA	YAMON			
920101	exterior				AMÉRICA	ANTILLAS HOLANDESAS	ARUBA
920202	exterior				AMÉRICA	ARGENTINA	BUENOS AIRES
920224	exterior				AMÉRICA	ARGENTINA	CATAMARCA
920204	exterior				AMÉRICA	ARGENTINA	CORRIENTES
920203	exterior				AMÉRICA	ARGENTINA	CÓRDOBA
920205	exterior				AMÉRICA	ARGENTINA	LA PLATA
920226	exterior				AMÉRICA	ARGENTINA	LA RIOJA
920206	exterior				AMÉRICA	ARGENTINA	MENDOZA
920207	exterior				AMÉRICA	ARGENTINA	ROSARIO DE SANTA FE
920208	exterior				AMÉRICA	ARGENTINA	SALTA
920210	exterior				AMÉRICA	ARGENTINA	SAN JUAN
920219	exterior				AMÉRICA	ARGENTINA	SAN LUIS
920401	exterior				AMÉRICA	BOLIVIA	COCHABAMBA
920403	exterior				AMÉRICA	BOLIVIA	LA PAZ
920405	exterior				AMÉRICA	BOLIVIA	SANTA CRUZ
920502	exterior				AMÉRICA	BRASIL	BELO HORIZONTE
920503	exterior				AMÉRICA	BRASIL	BRASILIA
920504	exterior				AMÉRICA	BRASIL	CURITIBA
920536	exterior				AMÉRICA	BRASIL	FORTALEZA
920532	exterior				AMÉRICA	BRASIL	GOIANIA
920505	exterior				AMÉRICA	BRASIL	MANAOS
920506	exterior				AMÉRICA	BRASIL	PORTO ALEGRE
920508	exterior				AMÉRICA	BRASIL	RÍO BRANCO
920509	exterior				AMÉRICA	BRASIL	RÍO DE JANEIRO
920511	exterior				AMÉRICA	BRASIL	SALVADOR
920510	exterior				AMÉRICA	BRASIL	SAO PAULO
920608	exterior				AMÉRICA	CANADÁ	ALBERTA
920601	exterior				AMÉRICA	CANADÁ	MONTREAL
920602	exterior				AMÉRICA	CANADÁ	OTTAWA
920603	exterior				AMÉRICA	CANADÁ	TORONTO
920604	exterior				AMÉRICA	CANADÁ	VANCOUVER
920605	exterior				AMÉRICA	CANADÁ	WINNIPEG
921001	exterior				AMÉRICA	CHILE	ANTOFAGASTA
921002	exterior				AMÉRICA	CHILE	ARICA
921003	exterior				AMÉRICA	CHILE	CONCEPCIÓN
921026	exterior				AMÉRICA	CHILE	COPIAPÓ
921005	exterior				AMÉRICA	CHILE	IQUIQUE
921006	exterior				AMÉRICA	CHILE	SANTIAGO
921007	exterior				AMÉRICA	CHILE	VALPARAISO
920701	exterior				AMÉRICA	COLOMBIA	BARRANQUILLA
920702	exterior				AMÉRICA	COLOMBIA	BOGOTÁ
920709	exterior				AMÉRICA	COLOMBIA	BUCARAMANGA
920703	exterior				AMÉRICA	COLOMBIA	CALI
920737	exterior				AMÉRICA	COLOMBIA	CARTAGENA
920705	exterior				AMÉRICA	COLOMBIA	LETICIA
920706	exterior				AMÉRICA	COLOMBIA	MEDELLÍN
920717	exterior				AMÉRICA	COLOMBIA	PASTO
920803	exterior				AMÉRICA	COSTA RICA	SAN JOSÉ
920901	exterior				AMÉRICA	CUBA	LA HABANA
921110	exterior				AMÉRICA	ECUADOR	AZUAY
921101	exterior				AMÉRICA	ECUADOR	GUAYAQUIL
921102	exterior				AMÉRICA	ECUADOR	LOJA
921104	exterior				AMÉRICA	ECUADOR	MACHALA
921105	exterior				AMÉRICA	ECUADOR	QUITO
921201	exterior				AMÉRICA	EL SALVADOR	SAN SALVADOR
921381	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	ATLANTA
921303	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	BOSTON
921350	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	CAROLINA DEL NORTE
921304	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	CHICAGO
921373	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	DALLAS
921308	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	DENVER
921385	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	HARTFORD
921313	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	HOUSTON
921315	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	LOS ÁNGELES
921317	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	MIAMI
921335	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	NUEVA JERSEY
921318	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	NUEVA ORLEANS
921319	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	NUEVA YORK
921322	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	OKLAHOMA
921320	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	ORLANDO
921372	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	PHOENIX
921374	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	SALT LAKE CITY
921323	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	SAN ANTONIO
921324	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	SAN DIEGO
921325	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	SAN FRANCISCO
921328	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	SEATTLE
921331	exterior				AMÉRICA	ESTADOS UNIDOS DE ÁMERICA	WASHINGTON D. C.
921501	exterior				AMÉRICA	GUATEMALA	GUATEMALA
923001	exterior				AMÉRICA	GUAYANA FRANCESA	CAYENA
921701	exterior				AMÉRICA	HONDURAS	TEGUCIGALPA
921902	exterior				AMÉRICA	MÉXICO	CIUDAD DE MÉXICO
921901	exterior				AMÉRICA	MÉXICO	GUADALAJARA
921903	exterior				AMÉRICA	MÉXICO	MONTERREY
922001	exterior				AMÉRICA	NICARAGUA	MANAGUA
922103	exterior				AMÉRICA	PANAMÁ	COLON
922102	exterior				AMÉRICA	PANAMÁ	DAVID
922101	exterior				AMÉRICA	PANAMÁ	PANAMÁ
922108	exterior				AMÉRICA	PANAMÁ	VERAGUAS
922201	exterior				AMÉRICA	PARAGUAY	ASUNCIÓN
922303	exterior				AMÉRICA	PUERTO RICO	SAN JUAN
922403	exterior				AMÉRICA	REPÚBLICA DOMINICANA	SANTIAGO DE LOS CABALLEROS
922401	exterior				AMÉRICA	REPÚBLICA DOMINICANA	SANTO DOMINGO
922601	exterior				AMÉRICA	TRINIDAD Y TOBAGO	PUERTO ESPAÑA
922701	exterior				AMÉRICA	URUGUAY	MONTEVIDEO
922802	exterior				AMÉRICA	VENEZUELA	CARACAS
030101	peru	APURÍMAC	ABANCAY	ABANCAY			
030104	peru	APURÍMAC	ABANCAY	CHACOCHE			
030102	peru	APURÍMAC	ABANCAY	CIRCA			
030103	peru	APURÍMAC	ABANCAY	CURAHUASI			
030105	peru	APURÍMAC	ABANCAY	HUANIPACA			
030106	peru	APURÍMAC	ABANCAY	LAMBRAMA			
030107	peru	APURÍMAC	ABANCAY	PICHIRHUA			
030108	peru	APURÍMAC	ABANCAY	SAN PEDRO DE CACHORA			
030109	peru	APURÍMAC	ABANCAY	TAMBURCO			
030301	peru	APURÍMAC	ANDAHUAYLAS	ANDAHUAYLAS			
030302	peru	APURÍMAC	ANDAHUAYLAS	ANDARAPA			
030303	peru	APURÍMAC	ANDAHUAYLAS	CHIARA			
030304	peru	APURÍMAC	ANDAHUAYLAS	HUANCARAMA			
030305	peru	APURÍMAC	ANDAHUAYLAS	HUANCARAY			
030317	peru	APURÍMAC	ANDAHUAYLAS	HUAYANA			
030320	peru	APURÍMAC	ANDAHUAYLAS	JOSÉ MARIA ARGUEDAS			
030319	peru	APURÍMAC	ANDAHUAYLAS	KAQUIABAMBA			
030306	peru	APURÍMAC	ANDAHUAYLAS	KISHUARA			
030307	peru	APURÍMAC	ANDAHUAYLAS	PACOBAMBA			
030313	peru	APURÍMAC	ANDAHUAYLAS	PACUCHA			
030308	peru	APURÍMAC	ANDAHUAYLAS	PAMPACHIRI			
030314	peru	APURÍMAC	ANDAHUAYLAS	POMACOCHA			
030309	peru	APURÍMAC	ANDAHUAYLAS	SAN ANTONIO DE CACHI			
030310	peru	APURÍMAC	ANDAHUAYLAS	SAN JERÓNIMO			
030318	peru	APURÍMAC	ANDAHUAYLAS	SAN MIGUEL DE CHACCRAMPA			
030315	peru	APURÍMAC	ANDAHUAYLAS	SANTA MARÍA DE CHICMO			
030311	peru	APURÍMAC	ANDAHUAYLAS	TALAVERA			
030316	peru	APURÍMAC	ANDAHUAYLAS	TUMAY HUARACA			
030312	peru	APURÍMAC	ANDAHUAYLAS	TURPO			
030401	peru	APURÍMAC	ANTABAMBA	ANTABAMBA			
030402	peru	APURÍMAC	ANTABAMBA	EL ORO			
030403	peru	APURÍMAC	ANTABAMBA	HUAQUIRCA			
030404	peru	APURÍMAC	ANTABAMBA	JUAN ESPINOZA MEDRANO			
030405	peru	APURÍMAC	ANTABAMBA	OROPESA			
030406	peru	APURÍMAC	ANTABAMBA	PACHACONAS			
030407	peru	APURÍMAC	ANTABAMBA	SABAINO			
030202	peru	APURÍMAC	AYMARAES	CAPAYA			
030203	peru	APURÍMAC	AYMARAES	CARAYBAMBA			
030201	peru	APURÍMAC	AYMARAES	CHALHUANCA			
030206	peru	APURÍMAC	AYMARAES	CHAPIMARCA			
030204	peru	APURÍMAC	AYMARAES	COLCABAMBA			
030205	peru	APURÍMAC	AYMARAES	COTARUSE			
030207	peru	APURÍMAC	AYMARAES	IHUAYLLO			
030217	peru	APURÍMAC	AYMARAES	JUSTO APU SAHUARAURA			
030208	peru	APURÍMAC	AYMARAES	LUCRE			
030209	peru	APURÍMAC	AYMARAES	POCOHUANCA			
030216	peru	APURÍMAC	AYMARAES	SAN JUAN DE CHACÑA			
030210	peru	APURÍMAC	AYMARAES	SAÑAYCA			
030211	peru	APURÍMAC	AYMARAES	SORAYA			
030212	peru	APURÍMAC	AYMARAES	TAPAIRIHUA			
030213	peru	APURÍMAC	AYMARAES	TINTAY			
030214	peru	APURÍMAC	AYMARAES	TORAYA			
030215	peru	APURÍMAC	AYMARAES	YANACA			
030712	peru	APURÍMAC	CHINCHEROS	AHUAYRO			
030705	peru	APURÍMAC	CHINCHEROS	ANCO HUALLO			
030701	peru	APURÍMAC	CHINCHEROS	CHINCHEROS			
030704	peru	APURÍMAC	CHINCHEROS	COCHARCAS			
030710	peru	APURÍMAC	CHINCHEROS	EL PORVENIR			
030706	peru	APURÍMAC	CHINCHEROS	HUACCANA			
030711	peru	APURÍMAC	CHINCHEROS	LOS CHANKAS			
030703	peru	APURÍMAC	CHINCHEROS	OCOBAMBA			
030702	peru	APURÍMAC	CHINCHEROS	ONGOY			
030708	peru	APURÍMAC	CHINCHEROS	RANRACANCHA			
030709	peru	APURÍMAC	CHINCHEROS	ROCCHACC			
030707	peru	APURÍMAC	CHINCHEROS	URANMARCA			
030506	peru	APURÍMAC	COTABAMBAS	CHALLHUAHUACHO			
030503	peru	APURÍMAC	COTABAMBAS	COTABAMBAS			
030502	peru	APURÍMAC	COTABAMBAS	COYLLURQUI			
030504	peru	APURÍMAC	COTABAMBAS	HAQUIRA			
030505	peru	APURÍMAC	COTABAMBAS	MARA			
030501	peru	APURÍMAC	COTABAMBAS	TAMBOBAMBA			
030601	peru	APURÍMAC	GRAU	CHUQUIBAMBILLA			
030614	peru	APURÍMAC	GRAU	CURASCO			
030602	peru	APURÍMAC	GRAU	CURPAHUASI			
030605	peru	APURÍMAC	GRAU	GAMARRA			
030603	peru	APURÍMAC	GRAU	HUAYLLATI			
030604	peru	APURÍMAC	GRAU	MAMARA			
030606	peru	APURÍMAC	GRAU	MICAELA BASTIDAS			
030608	peru	APURÍMAC	GRAU	PATAYPAMPA			
030607	peru	APURÍMAC	GRAU	PROGRESO			
030609	peru	APURÍMAC	GRAU	SAN ANTONIO			
030613	peru	APURÍMAC	GRAU	SANTA ROSA			
030610	peru	APURÍMAC	GRAU	TURPAY			
030611	peru	APURÍMAC	GRAU	VILCABAMBA			
030612	peru	APURÍMAC	GRAU	VIRUNDO			
040128	peru	AREQUIPA	AREQUIPA	ALTO SELVA ALEGRE			
040101	peru	AREQUIPA	AREQUIPA	AREQUIPA			
040102	peru	AREQUIPA	AREQUIPA	CAYMA			
040103	peru	AREQUIPA	AREQUIPA	CERRO COLORADO			
040104	peru	AREQUIPA	AREQUIPA	CHARACATO			
040105	peru	AREQUIPA	AREQUIPA	CHIGUATA			
040127	peru	AREQUIPA	AREQUIPA	JACOBO HUNTER			
040129	peru	AREQUIPA	AREQUIPA	JOSÉ LUIS BUSTAMANTE Y RIVERO			
040106	peru	AREQUIPA	AREQUIPA	LA JOYA			
040126	peru	AREQUIPA	AREQUIPA	MARIANO MELGAR			
040107	peru	AREQUIPA	AREQUIPA	MIRAFLORES			
040108	peru	AREQUIPA	AREQUIPA	MOLLEBAYA			
040109	peru	AREQUIPA	AREQUIPA	PAUCARPATA			
040110	peru	AREQUIPA	AREQUIPA	POCSI			
040111	peru	AREQUIPA	AREQUIPA	POLOBAYA			
040112	peru	AREQUIPA	AREQUIPA	QUEQUEÑA			
040113	peru	AREQUIPA	AREQUIPA	SABANDIA			
040114	peru	AREQUIPA	AREQUIPA	SACHACA			
040115	peru	AREQUIPA	AREQUIPA	SAN JUAN DE SIGUAS			
040116	peru	AREQUIPA	AREQUIPA	SAN JUAN DE TARUCANI			
040117	peru	AREQUIPA	AREQUIPA	SANTA ISABEL DE SIGUAS			
040118	peru	AREQUIPA	AREQUIPA	SANTA RITA DE SIHUAS			
040119	peru	AREQUIPA	AREQUIPA	SOCABAYA			
040120	peru	AREQUIPA	AREQUIPA	TIABAYA			
040121	peru	AREQUIPA	AREQUIPA	UCHUMAYO			
040122	peru	AREQUIPA	AREQUIPA	VITOR			
040123	peru	AREQUIPA	AREQUIPA	YANAHUARA			
040124	peru	AREQUIPA	AREQUIPA	YARABAMBA			
040125	peru	AREQUIPA	AREQUIPA	YURA			
040301	peru	AREQUIPA	CAMANÁ	CAMANÁ			
040302	peru	AREQUIPA	CAMANÁ	JOSÉ MARIA QUIMPER			
040303	peru	AREQUIPA	CAMANÁ	MARIANO NICOLÁS VALCARCEL			
040304	peru	AREQUIPA	CAMANÁ	MARISCAL CÁCERES			
040305	peru	AREQUIPA	CAMANÁ	NICOLÁS DE PIEROLA			
040306	peru	AREQUIPA	CAMANÁ	OCOÑA			
040307	peru	AREQUIPA	CAMANÁ	QUILCA			
040308	peru	AREQUIPA	CAMANÁ	SAMUEL PASTOR			
040402	peru	AREQUIPA	CARAVELÍ	ACARI			
040403	peru	AREQUIPA	CARAVELÍ	ATICO			
040404	peru	AREQUIPA	CARAVELÍ	ATIQUIPA			
040405	peru	AREQUIPA	CARAVELÍ	BELLA UNIÓN			
040406	peru	AREQUIPA	CARAVELÍ	CAHUACHO			
040401	peru	AREQUIPA	CARAVELÍ	CARAVELÍ			
040407	peru	AREQUIPA	CARAVELÍ	CHALA			
040408	peru	AREQUIPA	CARAVELÍ	CHAPARRA			
040409	peru	AREQUIPA	CARAVELÍ	HUANUHUANU			
040410	peru	AREQUIPA	CARAVELÍ	JAQUI			
040411	peru	AREQUIPA	CARAVELÍ	LOMAS			
040412	peru	AREQUIPA	CARAVELÍ	QUICACHA			
040413	peru	AREQUIPA	CARAVELÍ	YAUCA			
040502	peru	AREQUIPA	CASTILLA	ANDAGUA			
040501	peru	AREQUIPA	CASTILLA	APLAO			
040503	peru	AREQUIPA	CASTILLA	AYO			
040504	peru	AREQUIPA	CASTILLA	CHACHAS			
040505	peru	AREQUIPA	CASTILLA	CHILCAYMARCA			
040506	peru	AREQUIPA	CASTILLA	CHOCO			
040507	peru	AREQUIPA	CASTILLA	HUANCARQUI			
040508	peru	AREQUIPA	CASTILLA	MACHAGUAY			
040509	peru	AREQUIPA	CASTILLA	ORCOPAMPA			
040510	peru	AREQUIPA	CASTILLA	PAMPACOLCA			
040511	peru	AREQUIPA	CASTILLA	TIPAN			
040512	peru	AREQUIPA	CASTILLA	URACA			
040513	peru	AREQUIPA	CASTILLA	UÑON			
040514	peru	AREQUIPA	CASTILLA	VIRACO			
040202	peru	AREQUIPA	CAYLLOMA	ACHOMA			
040203	peru	AREQUIPA	CAYLLOMA	CABANACONDE			
040205	peru	AREQUIPA	CAYLLOMA	CALLALLI			
040204	peru	AREQUIPA	CAYLLOMA	CAYLLOMA			
040201	peru	AREQUIPA	CAYLLOMA	CHIVAY			
040206	peru	AREQUIPA	CAYLLOMA	COPORAQUE			
040207	peru	AREQUIPA	CAYLLOMA	HUAMBO			
040208	peru	AREQUIPA	CAYLLOMA	HUANCA			
040209	peru	AREQUIPA	CAYLLOMA	ICHUPAMPA			
040210	peru	AREQUIPA	CAYLLOMA	LARI			
040211	peru	AREQUIPA	CAYLLOMA	LLUTA			
040212	peru	AREQUIPA	CAYLLOMA	MACA			
040213	peru	AREQUIPA	CAYLLOMA	MADRIGAL			
040220	peru	AREQUIPA	CAYLLOMA	MAJES			
040214	peru	AREQUIPA	CAYLLOMA	SAN ANTONIO DE CHUCA			
040215	peru	AREQUIPA	CAYLLOMA	SIBAYO			
040216	peru	AREQUIPA	CAYLLOMA	TAPAY			
040217	peru	AREQUIPA	CAYLLOMA	TISCO			
040218	peru	AREQUIPA	CAYLLOMA	TUTI			
040219	peru	AREQUIPA	CAYLLOMA	YANQUE			
040602	peru	AREQUIPA	CONDESUYOS	ANDARAY			
040603	peru	AREQUIPA	CONDESUYOS	CAYARANI			
040604	peru	AREQUIPA	CONDESUYOS	CHICHAS			
040601	peru	AREQUIPA	CONDESUYOS	CHUQUIBAMBA			
040605	peru	AREQUIPA	CONDESUYOS	IRAY			
040608	peru	AREQUIPA	CONDESUYOS	RÍO GRANDE			
040606	peru	AREQUIPA	CONDESUYOS	SALAMANCA			
040607	peru	AREQUIPA	CONDESUYOS	YANAQUIHUA			
040702	peru	AREQUIPA	ISLAY	COCACHACRA			
040703	peru	AREQUIPA	ISLAY	DEÁN VALDIVIA			
040704	peru	AREQUIPA	ISLAY	ISLAY			
040705	peru	AREQUIPA	ISLAY	MEJÍA			
040701	peru	AREQUIPA	ISLAY	MOLLENDO			
040706	peru	AREQUIPA	ISLAY	PUNTA DE BOMBÓN			
040802	peru	AREQUIPA	LA UNIÓN	ALCA			
040803	peru	AREQUIPA	LA UNIÓN	CHARCANA			
040801	peru	AREQUIPA	LA UNIÓN	COTAHUASI			
040804	peru	AREQUIPA	LA UNIÓN	HUAYNACOTAS			
040805	peru	AREQUIPA	LA UNIÓN	PAMPAMARCA			
040806	peru	AREQUIPA	LA UNIÓN	PUYCA			
040807	peru	AREQUIPA	LA UNIÓN	QUECHUALLA			
040808	peru	AREQUIPA	LA UNIÓN	SAYLA			
040809	peru	AREQUIPA	LA UNIÓN	TAURIA			
040810	peru	AREQUIPA	LA UNIÓN	TOMEPAMPA			
040811	peru	AREQUIPA	LA UNIÓN	TORO			
931904	exterior				ASIA	ARABIA SAUDITA	RIAD
933801	exterior				ASIA	CATAR	DOHA
933702	exterior				ASIA	EMIRATOS ÁRABES UNIDOS	ABU DABI
933701	exterior				ASIA	EMIRATOS ÁRABES UNIDOS	DUBÁI
933201	exterior				ASIA	FILIPINAS	MANILA
930402	exterior				ASIA	INDIA	NUEVA DELHI
931101	exterior				ASIA	INDONESIA	JAKARTA
932401	exterior				ASIA	IRÁN	TEHERAN
930603	exterior				ASIA	ISRAEL	RAMLA
930602	exterior				ASIA	ISRAEL	TEL AVIV
930705	exterior				ASIA	JAPÓN	FUKUOKA
930721	exterior				ASIA	JAPÓN	GUNMA
930709	exterior				ASIA	JAPÓN	HIROSHIMA
930731	exterior				ASIA	JAPÓN	KOBE
930727	exterior				ASIA	JAPÓN	MIE
930713	exterior				ASIA	JAPÓN	NAGOYA
930704	exterior				ASIA	JAPÓN	OKINAWA
930720	exterior				ASIA	JAPÓN	SAITAMA
930736	exterior				ASIA	JAPÓN	SHIGA
930726	exterior				ASIA	JAPÓN	SHIZUOKA
930703	exterior				ASIA	JAPÓN	TOKIO
931302	exterior				ASIA	JORDANIA	AMMAN
932801	exterior				ASIA	KUWAIT	AL - KUWAIT
930801	exterior				ASIA	LÍBANO	BEIRUT
933001	exterior				ASIA	MALASIA	KUALA LUMPUR
930101	exterior				ASIA	REPUBLICA DE COREA	SEÚL
930201	exterior				ASIA	REPÚBLICA POPULAR CHINA	BEIJING (PEKIN)
930232	exterior				ASIA	REPÚBLICA POPULAR CHINA	GUANGZHOU
930226	exterior				ASIA	REPÚBLICA POPULAR CHINA	REGION ADMINISTRATIVA ESPECIAL HONG KONG
930206	exterior				ASIA	REPÚBLICA POPULAR CHINA	SHANGHÁI
932501	exterior				ASIA	SINGAPUR	SINGAPUR
931001	exterior				ASIA	TAILANDIA	BANGKOK
931503	exterior				ASIA	TURQUÍA	ANKARA
931501	exterior				ASIA	TURQUÍA	ESTAMBUL
932002	exterior				ASIA	VIETNAM	HANÓI
050201	peru	AYACUCHO	CANGALLO	CANGALLO			
050204	peru	AYACUCHO	CANGALLO	CHUSCHI			
050206	peru	AYACUCHO	CANGALLO	LOS MOROCHUCOS			
050211	peru	AYACUCHO	CANGALLO	MARÍA PARADO DE BELLIDO			
050207	peru	AYACUCHO	CANGALLO	PARAS			
050208	peru	AYACUCHO	CANGALLO	TOTOS			
050111	peru	AYACUCHO	HUAMANGA	ACOCRO			
050102	peru	AYACUCHO	HUAMANGA	ACOS VINCHOS			
050116	peru	AYACUCHO	HUAMANGA	ANDRÉS AVELINO CÁCERES DORREGARAY			
050101	peru	AYACUCHO	HUAMANGA	AYACUCHO			
050103	peru	AYACUCHO	HUAMANGA	CARMEN ALTO			
050104	peru	AYACUCHO	HUAMANGA	CHIARA			
050115	peru	AYACUCHO	HUAMANGA	JESÚS NAZARENO			
050113	peru	AYACUCHO	HUAMANGA	OCROS			
050114	peru	AYACUCHO	HUAMANGA	PACAYCASA			
050105	peru	AYACUCHO	HUAMANGA	QUINUA			
050106	peru	AYACUCHO	HUAMANGA	SAN JOSÉ DE TICLLAS			
050107	peru	AYACUCHO	HUAMANGA	SAN JUAN BAUTISTA			
050108	peru	AYACUCHO	HUAMANGA	SANTIAGO DE PISCHA			
