ubigeo	ambito	departamento	provincia	distrito	continente	pais	ciudad
080401	peru	HUANCAVELICA	CASTROVIRREYNA	CASTROVIRREYNA			
080408	peru	HUANCAVELICA	CASTROVIRREYNA	CHUPAMARCA			
080406	peru	HUANCAVELICA	CASTROVIRREYNA	COCAS			
080409	peru	HUANCAVELICA	CASTROVIRREYNA	HUACHOS			
080410	peru	HUANCAVELICA	CASTROVIRREYNA	HUAMATAMBO			
080414	peru	HUANCAVELICA	CASTROVIRREYNA	MOLLEPAMPA			
080422	peru	HUANCAVELICA	CASTROVIRREYNA	SAN JUAN			
080429	peru	HUANCAVELICA	CASTROVIRREYNA	SANTA ANA			
080427	peru	HUANCAVELICA	CASTROVIRREYNA	TANTARA			
080428	peru	HUANCAVELICA	CASTROVIRREYNA	TICRAPO			
080702	peru	HUANCAVELICA	CHURCAMPA	ANCO			
080703	peru	HUANCAVELICA	CHURCAMPA	CHINCHIHUASI			
080701	peru	HUANCAVELICA	CHURCAMPA	CHURCAMPA			
080711	peru	HUANCAVELICA	CHURCAMPA	COSME			
080704	peru	HUANCAVELICA	CHURCAMPA	EL CARMEN			
080705	peru	HUANCAVELICA	CHURCAMPA	LA MERCED			
080706	peru	HUANCAVELICA	CHURCAMPA	LOCROJA			
080710	peru	HUANCAVELICA	CHURCAMPA	PACHAMARCA			
080707	peru	HUANCAVELICA	CHURCAMPA	PAUCARBAMBA			
080708	peru	HUANCAVELICA	CHURCAMPA	SAN MIGUEL DE MAYOCC			
080709	peru	HUANCAVELICA	CHURCAMPA	SAN PEDRO DE CORIS			
080102	peru	HUANCAVELICA	HUANCAVELICA	ACOBAMBILLA			
080103	peru	HUANCAVELICA	HUANCAVELICA	ACORIA			
080119	peru	HUANCAVELICA	HUANCAVELICA	ASCENSIÓN			
080104	peru	HUANCAVELICA	HUANCAVELICA	CONAYCA			
080105	peru	HUANCAVELICA	HUANCAVELICA	CUENCA			
080106	peru	HUANCAVELICA	HUANCAVELICA	HUACHOCOLPA			
080101	peru	HUANCAVELICA	HUANCAVELICA	HUANCAVELICA			
080120	peru	HUANCAVELICA	HUANCAVELICA	HUANDO			
080108	peru	HUANCAVELICA	HUANCAVELICA	HUAYLLAHUARA			
080109	peru	HUANCAVELICA	HUANCAVELICA	IZCUCHACA			
080110	peru	HUANCAVELICA	HUANCAVELICA	LARIA			
080111	peru	HUANCAVELICA	HUANCAVELICA	MANTA			
080112	peru	HUANCAVELICA	HUANCAVELICA	MARISCAL CÁCERES			
080113	peru	HUANCAVELICA	HUANCAVELICA	MOYA			
080114	peru	HUANCAVELICA	HUANCAVELICA	NUEVO OCCORO			
080115	peru	HUANCAVELICA	HUANCAVELICA	PALCA			
080116	peru	HUANCAVELICA	HUANCAVELICA	PILCHACA			
080117	peru	HUANCAVELICA	HUANCAVELICA	VILCA			
080118	peru	HUANCAVELICA	HUANCAVELICA	YAULI			
080601	peru	HUANCAVELICA	HUAYTARA	AYAVI			
080602	peru	HUANCAVELICA	HUAYTARA	CÓRDOVA			
080603	peru	HUANCAVELICA	HUAYTARA	HUAYACUNDO ARMA			
080604	peru	HUANCAVELICA	HUAYTARA	HUAYTARA			
080605	peru	HUANCAVELICA	HUAYTARA	LARAMARCA			
080606	peru	HUANCAVELICA	HUAYTARA	OCOYO			
080607	peru	HUANCAVELICA	HUAYTARA	PILPICHACA			
080608	peru	HUANCAVELICA	HUAYTARA	QUERCO			
080609	peru	HUANCAVELICA	HUAYTARA	QUITO-ARMA			
080610	peru	HUANCAVELICA	HUAYTARA	SAN ANTONIO DE CUSICANCHA			
080611	peru	HUANCAVELICA	HUAYTARA	SAN FRANCISCO DE SANGAYAICO			
080612	peru	HUANCAVELICA	HUAYTARA	SAN ISIDRO			
080613	peru	HUANCAVELICA	HUAYTARA	SANTIAGO DE CHOCORVOS			
080614	peru	HUANCAVELICA	HUAYTARA	SANTIAGO DE QUIRAHUARA			
080615	peru	HUANCAVELICA	HUAYTARA	SANTO DOMINGO DE CAPILLAS			
080616	peru	HUANCAVELICA	HUAYTARA	TAMBO			
080502	peru	HUANCAVELICA	TAYACAJA	ACOSTAMBO			
080503	peru	HUANCAVELICA	TAYACAJA	ACRAQUIA			
080504	peru	HUANCAVELICA	TAYACAJA	AHUAYCHA			
080529	peru	HUANCAVELICA	TAYACAJA	ANDAYMARCA			
080534	peru	HUANCAVELICA	TAYACAJA	COCHABAMBA			
080506	peru	HUANCAVELICA	TAYACAJA	COLCABAMBA			
080509	peru	HUANCAVELICA	TAYACAJA	DANIEL HERNANDEZ			
080511	peru	HUANCAVELICA	TAYACAJA	HUACHOCOLPA			
080512	peru	HUANCAVELICA	TAYACAJA	HUARIBAMBA			
080533	peru	HUANCAVELICA	TAYACAJA	LAMBRAS			
080501	peru	HUANCAVELICA	TAYACAJA	PAMPAS			
080517	peru	HUANCAVELICA	TAYACAJA	PAZOS			
080531	peru	HUANCAVELICA	TAYACAJA	PICHOS			
080528	peru	HUANCAVELICA	TAYACAJA	QUICHUAS			
080518	peru	HUANCAVELICA	TAYACAJA	QUISHUAR			
080530	peru	HUANCAVELICA	TAYACAJA	ROBLE			
080519	peru	HUANCAVELICA	TAYACAJA	SALCABAMBA			
080526	peru	HUANCAVELICA	TAYACAJA	SALCAHUASI			
080520	peru	HUANCAVELICA	TAYACAJA	SAN MARCOS DE ROCCHAC			
080532	peru	HUANCAVELICA	TAYACAJA	SANTIAGO DE TUCUMA			
080523	peru	HUANCAVELICA	TAYACAJA	SURCUBAMBA			
080525	peru	HUANCAVELICA	TAYACAJA	TINTAY PUNCU			
080515	peru	HUANCAVELICA	TAYACAJA	ÑAHUIMPUQUIO			
090201	peru	HUÁNUCO	AMBO	AMBO			
090202	peru	HUÁNUCO	AMBO	CAYNA			
090203	peru	HUÁNUCO	AMBO	COLPAS			
090204	peru	HUÁNUCO	AMBO	CONCHAMARCA			
090205	peru	HUÁNUCO	AMBO	HUACAR			
090206	peru	HUÁNUCO	AMBO	SAN FRANCISCO			
090207	peru	HUÁNUCO	AMBO	SAN RAFAEL			
090208	peru	HUÁNUCO	AMBO	TOMAY - KICHWA			
090307	peru	HUÁNUCO	DOS DE MAYO	CHUQUIS			
090301	peru	HUÁNUCO	DOS DE MAYO	LA UNIÓN			
090312	peru	HUÁNUCO	DOS DE MAYO	MARÍAS			
090314	peru	HUÁNUCO	DOS DE MAYO	PACHAS			
090316	peru	HUÁNUCO	DOS DE MAYO	QUIVILLA			
090317	peru	HUÁNUCO	DOS DE MAYO	RIPÁN			
090321	peru	HUÁNUCO	DOS DE MAYO	SHUNQUI			
090322	peru	HUÁNUCO	DOS DE MAYO	SILLAPATA			
090323	peru	HUÁNUCO	DOS DE MAYO	YANAS			
090903	peru	HUÁNUCO	HUACAYBAMBA	CANCHABAMBA			
090904	peru	HUÁNUCO	HUACAYBAMBA	COCHABAMBA			
090901	peru	HUÁNUCO	HUACAYBAMBA	HUACAYBAMBA			
090902	peru	HUÁNUCO	HUACAYBAMBA	PINRA			
090402	peru	HUÁNUCO	HUAMALIES	ARANCAY			
090403	peru	HUÁNUCO	HUAMALIES	CHAVÍN DE PARIARCA			
090404	peru	HUÁNUCO	HUAMALIES	JACAS GRANDE			
090405	peru	HUÁNUCO	HUAMALIES	JIRCÁN			
090401	peru	HUÁNUCO	HUAMALIES	LLATA			
090406	peru	HUÁNUCO	HUAMALIES	MIRAFLORES			
090407	peru	HUÁNUCO	HUAMALIES	MONZÓN			
090408	peru	HUÁNUCO	HUAMALIES	PUNCHAO			
090409	peru	HUÁNUCO	HUAMALIES	PUÑOS			
090410	peru	HUÁNUCO	HUAMALIES	SINGA			
090411	peru	HUÁNUCO	HUAMALIES	TANTAMAYO			
090110	peru	HUÁNUCO	HUÁNUCO	AMARILIS			
090102	peru	HUÁNUCO	HUÁNUCO	CHINCHAO			
090103	peru	HUÁNUCO	HUÁNUCO	CHURUBAMBA			
090101	peru	HUÁNUCO	HUÁNUCO	HUÁNUCO			
090104	peru	HUÁNUCO	HUÁNUCO	MARGOS			
090111	peru	HUÁNUCO	HUÁNUCO	PILLCO MARCA			
090105	peru	HUÁNUCO	HUÁNUCO	QUISQUI (KICHKI)			
090106	peru	HUÁNUCO	HUÁNUCO	SAN FRANCISCO DE CAYRÁN			
090113	peru	HUÁNUCO	HUÁNUCO	SAN PABLO DE PILLAO			
090107	peru	HUÁNUCO	HUÁNUCO	SAN PEDRO DE CHAULÁN			
090108	peru	HUÁNUCO	HUÁNUCO	SANTA MARÍA DEL VALLE			
090112	peru	HUÁNUCO	HUÁNUCO	YACUS			
090109	peru	HUÁNUCO	HUÁNUCO	YARUMAYO			
091002	peru	HUÁNUCO	LAURICOCHA	BAÑOS			
091001	peru	HUÁNUCO	LAURICOCHA	JESÚS			
091007	peru	HUÁNUCO	LAURICOCHA	JIVIA			
091004	peru	HUÁNUCO	LAURICOCHA	QUEROPALCA			
091006	peru	HUÁNUCO	LAURICOCHA	RONDOS			
091003	peru	HUÁNUCO	LAURICOCHA	SAN FRANCISCO DE ASÍS			
091005	peru	HUÁNUCO	LAURICOCHA	SAN MIGUEL DE CAURI			
090608	peru	HUÁNUCO	LEONCIO PRADO	CASTILLO GRANDE			
090602	peru	HUÁNUCO	LEONCIO PRADO	DANIEL ALOMÍA ROBLES			
090603	peru	HUÁNUCO	LEONCIO PRADO	HERMILIO VALDIZÁN			
090606	peru	HUÁNUCO	LEONCIO PRADO	JOSÉ CRESPO Y CASTILLO			
090604	peru	HUÁNUCO	LEONCIO PRADO	LUYANDO			
090605	peru	HUÁNUCO	LEONCIO PRADO	MARIANO DÁMASO BERAÚN			
090607	peru	HUÁNUCO	LEONCIO PRADO	PUCAYACU			
090609	peru	HUÁNUCO	LEONCIO PRADO	PUEBLO NUEVO			
090601	peru	HUÁNUCO	LEONCIO PRADO	RUPA-RUPA			
090610	peru	HUÁNUCO	LEONCIO PRADO	SANTO DOMINGO DE ANDA			
090502	peru	HUÁNUCO	MARAÑÓN	CHOLÓN			
090501	peru	HUÁNUCO	MARAÑÓN	HUACRACHUCO			
090506	peru	HUÁNUCO	MARAÑÓN	LA MORADA			
090505	peru	HUÁNUCO	MARAÑÓN	SAN BUENAVENTURA			
090507	peru	HUÁNUCO	MARAÑÓN	SANTA ROSA DE ALTO YANAJANCA			
090702	peru	HUÁNUCO	PACHITEA	CHAGLLA			
090704	peru	HUÁNUCO	PACHITEA	MOLINO			
090701	peru	HUÁNUCO	PACHITEA	PANAO			
090706	peru	HUÁNUCO	PACHITEA	UMARI			
090803	peru	HUÁNUCO	PUERTO INCA	CODO DEL POZUZO			
090801	peru	HUÁNUCO	PUERTO INCA	HONORIA			
090802	peru	HUÁNUCO	PUERTO INCA	PUERTO INCA			
090804	peru	HUÁNUCO	PUERTO INCA	TOURNAVISTA			
090805	peru	HUÁNUCO	PUERTO INCA	YUYAPICHIS			
091102	peru	HUÁNUCO	YAROWILCA	APARICIO POMARES			
091103	peru	HUÁNUCO	YAROWILCA	CAHUAC			
091104	peru	HUÁNUCO	YAROWILCA	CHACABAMBA			
091101	peru	HUÁNUCO	YAROWILCA	CHAVINILLO			
091108	peru	HUÁNUCO	YAROWILCA	CHORAS			
091105	peru	HUÁNUCO	YAROWILCA	JACAS CHICO			
091106	peru	HUÁNUCO	YAROWILCA	OBAS			
091107	peru	HUÁNUCO	YAROWILCA	PAMPAMARCA			
100209	peru	ICA	CHINCHA	ALTO LARAN			
100202	peru	ICA	CHINCHA	CHAVÍN			
100201	peru	ICA	CHINCHA	CHINCHA ALTA			
100203	peru	ICA	CHINCHA	CHINCHA BAJA			
100204	peru	ICA	CHINCHA	EL CARMEN			
100205	peru	ICA	CHINCHA	GROCIO PRADO			
100210	peru	ICA	CHINCHA	PUEBLO NUEVO			
100211	peru	ICA	CHINCHA	SAN JUAN DE YANAC			
100206	peru	ICA	CHINCHA	SAN PEDRO DE HUACARPANA			
100207	peru	ICA	CHINCHA	SUNAMPE			
100208	peru	ICA	CHINCHA	TAMBO DE MORA			
100101	peru	ICA	ICA	ICA			
100102	peru	ICA	ICA	LA TINGUIÑA			
100103	peru	ICA	ICA	LOS AQUIJES			
100114	peru	ICA	ICA	OCUCAJE			
100113	peru	ICA	ICA	PACHACUTEC			
100104	peru	ICA	ICA	PARCONA			
100105	peru	ICA	ICA	PUEBLO NUEVO			
100106	peru	ICA	ICA	SALAS			
100107	peru	ICA	ICA	SAN JOSÉ DE LOS MOLINOS			
100108	peru	ICA	ICA	SAN JUAN BAUTISTA			
100109	peru	ICA	ICA	SANTIAGO			
100110	peru	ICA	ICA	SUBTANJALLA			
100112	peru	ICA	ICA	TATE			
100111	peru	ICA	ICA	YAUCA DEL ROSARIO			
100302	peru	ICA	NASCA	CHANGUILLO			
100303	peru	ICA	NASCA	EL INGENIO			
100304	peru	ICA	NASCA	MARCONA			
100301	peru	ICA	NASCA	NASCA			
100305	peru	ICA	NASCA	VISTA ALEGRE			
100502	peru	ICA	PALPA	LLIPATA			
100501	peru	ICA	PALPA	PALPA			
100503	peru	ICA	PALPA	RÍO GRANDE			
100504	peru	ICA	PALPA	SANTA CRUZ			
100505	peru	ICA	PALPA	TIBILLO			
100402	peru	ICA	PISCO	HUANCANO			
100403	peru	ICA	PISCO	HUMAY			
100404	peru	ICA	PISCO	INDEPENDENCIA			
100405	peru	ICA	PISCO	PARACAS			
100401	peru	ICA	PISCO	PISCO			
100406	peru	ICA	PISCO	SAN ANDRÉS			
100407	peru	ICA	PISCO	SAN CLEMENTE			
100408	peru	ICA	PISCO	TUPAC AMARU INCA			
110801	peru	JUNÍN	CHANCHAMAYO	CHANCHAMAYO			
110806	peru	JUNÍN	CHANCHAMAYO	PERENÉ			
110805	peru	JUNÍN	CHANCHAMAYO	PICHANAQUI			
110804	peru	JUNÍN	CHANCHAMAYO	SAN LUIS DE SHUARO			
110802	peru	JUNÍN	CHANCHAMAYO	SAN RAMÓN			
110803	peru	JUNÍN	CHANCHAMAYO	VITOC			
110902	peru	JUNÍN	CHUPACA	AHUAC			
110903	peru	JUNÍN	CHUPACA	CHONGOS BAJO			
110901	peru	JUNÍN	CHUPACA	CHUPACA			
110904	peru	JUNÍN	CHUPACA	HUACHAC			
110905	peru	JUNÍN	CHUPACA	HUAMANCACA CHICO			
110906	peru	JUNÍN	CHUPACA	SAN JUAN DE ISCOS			
110907	peru	JUNÍN	CHUPACA	SAN JUAN DE JARPA			
110908	peru	JUNÍN	CHUPACA	TRES DE DICIEMBRE			
110909	peru	JUNÍN	CHUPACA	YANACANCHA			
110202	peru	JUNÍN	CONCEPCIÓN	ACO			
110203	peru	JUNÍN	CONCEPCIÓN	ANDAMARCA			
110206	peru	JUNÍN	CONCEPCIÓN	CHAMBARA			
110205	peru	JUNÍN	CONCEPCIÓN	COCHAS			
110204	peru	JUNÍN	CONCEPCIÓN	COMAS			
110201	peru	JUNÍN	CONCEPCIÓN	CONCEPCIÓN			
110207	peru	JUNÍN	CONCEPCIÓN	HEROÍNAS TOLEDO			
110208	peru	JUNÍN	CONCEPCIÓN	MANZANARES			
110209	peru	JUNÍN	CONCEPCIÓN	MARISCAL CASTILLA			
110210	peru	JUNÍN	CONCEPCIÓN	MATAHUASI			
110211	peru	JUNÍN	CONCEPCIÓN	MITO			
110212	peru	JUNÍN	CONCEPCIÓN	NUEVE DE JULIO			
110213	peru	JUNÍN	CONCEPCIÓN	ORCOTUNA			
110215	peru	JUNÍN	CONCEPCIÓN	SAN JOSÉ DE QUERO			
110214	peru	JUNÍN	CONCEPCIÓN	SANTA ROSA DE OCOPA			
110103	peru	JUNÍN	HUANCAYO	CARHUACALLANGA			
110106	peru	JUNÍN	HUANCAYO	CHACAPAMPA			
110107	peru	JUNÍN	HUANCAYO	CHICCHE			
110108	peru	JUNÍN	HUANCAYO	CHILCA			
110109	peru	JUNÍN	HUANCAYO	CHONGOS ALTO			
110112	peru	JUNÍN	HUANCAYO	CHUPURO			
110104	peru	JUNÍN	HUANCAYO	COLCA			
110105	peru	JUNÍN	HUANCAYO	CULLHUAS			
110113	peru	JUNÍN	HUANCAYO	EL TAMBO			
110114	peru	JUNÍN	HUANCAYO	HUACRAPUQUIO			
110116	peru	JUNÍN	HUANCAYO	HUALHUAS			
110118	peru	JUNÍN	HUANCAYO	HUANCAN			
110101	peru	JUNÍN	HUANCAYO	HUANCAYO			
110119	peru	JUNÍN	HUANCAYO	HUASICANCHA			
110120	peru	JUNÍN	HUANCAYO	HUAYUCACHI			
110121	peru	JUNÍN	HUANCAYO	INGENIO			
110122	peru	JUNÍN	HUANCAYO	PARIAHUANCA			
110123	peru	JUNÍN	HUANCAYO	PILCOMAYO			
110124	peru	JUNÍN	HUANCAYO	PUCARA			
110125	peru	JUNÍN	HUANCAYO	QUICHUAY			
110126	peru	JUNÍN	HUANCAYO	QUILCAS			
110127	peru	JUNÍN	HUANCAYO	SAN AGUSTÍN			
110128	peru	JUNÍN	HUANCAYO	SAN JERÓNIMO DE TUNÁN			
110131	peru	JUNÍN	HUANCAYO	SANTO DOMINGO DE ACOBAMBA			
110133	peru	JUNÍN	HUANCAYO	SAPALLANGA			
110132	peru	JUNÍN	HUANCAYO	SAÑO			
110134	peru	JUNÍN	HUANCAYO	SICAYA			
110136	peru	JUNÍN	HUANCAYO	VIQUES			
110302	peru	JUNÍN	JAUJA	ACOLLA			
110303	peru	JUNÍN	JAUJA	APATA			
110304	peru	JUNÍN	JAUJA	ATAURA			
110305	peru	JUNÍN	JAUJA	CANCHAYLLO			
110331	peru	JUNÍN	JAUJA	CURICACA			
110306	peru	JUNÍN	JAUJA	EL MANTARO			
110307	peru	JUNÍN	JAUJA	HUAMALÍ			
110308	peru	JUNÍN	JAUJA	HUARIPAMPA			
110309	peru	JUNÍN	JAUJA	HUERTAS			
110310	peru	JUNÍN	JAUJA	JANJAILLO			
110301	peru	JUNÍN	JAUJA	JAUJA			
110311	peru	JUNÍN	JAUJA	JULCÁN			
110312	peru	JUNÍN	JAUJA	LEONOR ORDOÑEZ			
110313	peru	JUNÍN	JAUJA	LLOCLLAPAMPA			
110314	peru	JUNÍN	JAUJA	MARCO			
110315	peru	JUNÍN	JAUJA	MASMA			
110332	peru	JUNÍN	JAUJA	MASMA CHICCHE			
110316	peru	JUNÍN	JAUJA	MOLINOS			
110317	peru	JUNÍN	JAUJA	MONOBAMBA			
110318	peru	JUNÍN	JAUJA	MUQUI			
110319	peru	JUNÍN	JAUJA	MUQUIYAUYO			
110320	peru	JUNÍN	JAUJA	PACA			
110321	peru	JUNÍN	JAUJA	PACCHA			
110322	peru	JUNÍN	JAUJA	PANCAN			
110323	peru	JUNÍN	JAUJA	PARCO			
110324	peru	JUNÍN	JAUJA	POMACANCHA			
110325	peru	JUNÍN	JAUJA	RICRAN			
110326	peru	JUNÍN	JAUJA	SAN LORENZO			
110327	peru	JUNÍN	JAUJA	SAN PEDRO DE CHUNAN			
110333	peru	JUNÍN	JAUJA	SAUSA			
110328	peru	JUNÍN	JAUJA	SINCOS			
110329	peru	JUNÍN	JAUJA	TUNAN MARCA			
110330	peru	JUNÍN	JAUJA	YAULI			
110334	peru	JUNÍN	JAUJA	YAUYOS			
110402	peru	JUNÍN	JUNÍN	CARHUAMAYO			
110401	peru	JUNÍN	JUNÍN	JUNÍN			
110403	peru	JUNÍN	JUNÍN	ONDORES			
110404	peru	JUNÍN	JUNÍN	ULCUMAYO			
110702	peru	JUNÍN	SATIPO	COVIRIALI			
110703	peru	JUNÍN	SATIPO	LLAYLLA			
110704	peru	JUNÍN	SATIPO	MAZAMARI			
110705	peru	JUNÍN	SATIPO	PAMPA HERMOSA			
110706	peru	JUNÍN	SATIPO	PANGOA			
110707	peru	JUNÍN	SATIPO	RÍO NEGRO			
110708	peru	JUNÍN	SATIPO	RÍO TAMBO			
110701	peru	JUNÍN	SATIPO	SATIPO			
110709	peru	JUNÍN	SATIPO	VIZCATÁN DEL ENE			
110502	peru	JUNÍN	TARMA	ACOBAMBA			
110503	peru	JUNÍN	TARMA	HUARICOLCA			
110504	peru	JUNÍN	TARMA	HUASAHUASI			
110505	peru	JUNÍN	TARMA	LA UNIÓN			
110506	peru	JUNÍN	TARMA	PALCA			
110507	peru	JUNÍN	TARMA	PALCAMAYO			
110508	peru	JUNÍN	TARMA	SAN PEDRO DE CAJAS			
110509	peru	JUNÍN	TARMA	TAPO			
110501	peru	JUNÍN	TARMA	TARMA			
110602	peru	JUNÍN	YAULI	CHACAPALPA			
110603	peru	JUNÍN	YAULI	HUAY-HUAY			
110601	peru	JUNÍN	YAULI	LA OROYA			
110604	peru	JUNÍN	YAULI	MARCAPOMACOCHA			
110605	peru	JUNÍN	YAULI	MOROCOCHA			
110606	peru	JUNÍN	YAULI	PACCHA			
110607	peru	JUNÍN	YAULI	SANTA BÁRBARA DE CARHUACAYÁN			
110610	peru	JUNÍN	YAULI	SANTA ROSA DE SACCO			
110608	peru	JUNÍN	YAULI	SUITUCANCHA			
110609	peru	JUNÍN	YAULI	YAULI			
120801	peru	LA LIBERTAD	ASCOPE	ASCOPE			
120808	peru	LA LIBERTAD	ASCOPE	CASA GRANDE			
120802	peru	LA LIBERTAD	ASCOPE	CHICAMA			
120803	peru	LA LIBERTAD	ASCOPE	CHOCOPE			
120805	peru	LA LIBERTAD	ASCOPE	MAGDALENA DE CAO			
120806	peru	LA LIBERTAD	ASCOPE	PAIJÁN			
120807	peru	LA LIBERTAD	ASCOPE	RÁZURI			
120804	peru	LA LIBERTAD	ASCOPE	SANTIAGO DE CAO			
120202	peru	LA LIBERTAD	BOLÍVAR	BAMBAMARCA			
120201	peru	LA LIBERTAD	BOLÍVAR	BOLÍVAR			
120203	peru	LA LIBERTAD	BOLÍVAR	CONDORMARCA			
120204	peru	LA LIBERTAD	BOLÍVAR	LONGOTEA			
120206	peru	LA LIBERTAD	BOLÍVAR	UCHUMARCA			
120205	peru	LA LIBERTAD	BOLÍVAR	UCUNCHA			
120901	peru	LA LIBERTAD	CHEPÉN	CHEPÉN			
120902	peru	LA LIBERTAD	CHEPÉN	PACANGA			
120903	peru	LA LIBERTAD	CHEPÉN	PUEBLO NUEVO			
121101	peru	LA LIBERTAD	GRAN CHIMÚ	CASCAS			
121102	peru	LA LIBERTAD	GRAN CHIMÚ	LUCMA			
121103	peru	LA LIBERTAD	GRAN CHIMÚ	MARMOT			
121104	peru	LA LIBERTAD	GRAN CHIMÚ	SAYAPULLO			
121003	peru	LA LIBERTAD	JULCÁN	CALAMARCA			
121002	peru	LA LIBERTAD	JULCÁN	CARABAMBA			
121004	peru	LA LIBERTAD	JULCÁN	HUASO			
121001	peru	LA LIBERTAD	JULCÁN	JULCÁN			
120402	peru	LA LIBERTAD	OTUZCO	AGALLPAMPA			
120403	peru	LA LIBERTAD	OTUZCO	CHARAT			
120404	peru	LA LIBERTAD	OTUZCO	HUARANCHAL			
120405	peru	LA LIBERTAD	OTUZCO	LA CUESTA			
120413	peru	LA LIBERTAD	OTUZCO	MACHE			
120401	peru	LA LIBERTAD	OTUZCO	OTUZCO			
120408	peru	LA LIBERTAD	OTUZCO	PARANDAY			
120409	peru	LA LIBERTAD	OTUZCO	SALPO			
120410	peru	LA LIBERTAD	OTUZCO	SINSICAP			
120411	peru	LA LIBERTAD	OTUZCO	USQUIL			
120503	peru	LA LIBERTAD	PACASMAYO	GUADALUPE			
120504	peru	LA LIBERTAD	PACASMAYO	JEQUETEPEQUE			
120506	peru	LA LIBERTAD	PACASMAYO	PACASMAYO			
120508	peru	LA LIBERTAD	PACASMAYO	SAN JOSÉ			
120501	peru	LA LIBERTAD	PACASMAYO	SAN PEDRO DE LLOC			
120602	peru	LA LIBERTAD	PATAZ	BULDIBUYO			
120603	peru	LA LIBERTAD	PATAZ	CHILLIA			
120605	peru	LA LIBERTAD	PATAZ	HUANCASPATA			
120604	peru	LA LIBERTAD	PATAZ	HUAYLILLAS			
120606	peru	LA LIBERTAD	PATAZ	HUAYO			
120607	peru	LA LIBERTAD	PATAZ	ONGON			
120608	peru	LA LIBERTAD	PATAZ	PARCOY			
120609	peru	LA LIBERTAD	PATAZ	PATAZ			
120610	peru	LA LIBERTAD	PATAZ	PIÁS			
120613	peru	LA LIBERTAD	PATAZ	SANTIAGO DE CHALLAS			
120611	peru	LA LIBERTAD	PATAZ	TAURIJA			
120601	peru	LA LIBERTAD	PATAZ	TAYABAMBA			
120612	peru	LA LIBERTAD	PATAZ	URPAY			
120708	peru	LA LIBERTAD	SANTIAGO DE CHUCO	ANGASMARCA			
120702	peru	LA LIBERTAD	SANTIAGO DE CHUCO	CACHICADAN			
120703	peru	LA LIBERTAD	SANTIAGO DE CHUCO	MOLLEBAMBA			
120704	peru	LA LIBERTAD	SANTIAGO DE CHUCO	MOLLEPATA			
120705	peru	LA LIBERTAD	SANTIAGO DE CHUCO	QUIRUVILCA			
120706	peru	LA LIBERTAD	SANTIAGO DE CHUCO	SANTA CRUZ DE CHUCA			
120701	peru	LA LIBERTAD	SANTIAGO DE CHUCO	SANTIAGO DE CHUCO			
120707	peru	LA LIBERTAD	SANTIAGO DE CHUCO	SITABAMBA			
120304	peru	LA LIBERTAD	SÁNCHEZ CARRIÓN	CHUGAY			
120302	peru	LA LIBERTAD	SÁNCHEZ CARRIÓN	COCHORCO			
120303	peru	LA LIBERTAD	SÁNCHEZ CARRIÓN	CURGOS			
120301	peru	LA LIBERTAD	SÁNCHEZ CARRIÓN	HUAMACHUCO			
120305	peru	LA LIBERTAD	SÁNCHEZ CARRIÓN	MARCABAL			
120306	peru	LA LIBERTAD	SÁNCHEZ CARRIÓN	SANAGORÁN			
120308	peru	LA LIBERTAD	SÁNCHEZ CARRIÓN	SARTIMBAMBA			
120307	peru	LA LIBERTAD	SÁNCHEZ CARRIÓN	SARÍN			
120113	peru	LA LIBERTAD	TRUJILLO	ALTO TRUJILLO			
120110	peru	LA LIBERTAD	TRUJILLO	EL PORVENIR			
120112	peru	LA LIBERTAD	TRUJILLO	FLORENCIA DE MORA			
120102	peru	LA LIBERTAD	TRUJILLO	HUANCHACO			
120111	peru	LA LIBERTAD	TRUJILLO	LA ESPERANZA			
120103	peru	LA LIBERTAD	TRUJILLO	LAREDO			
120104	peru	LA LIBERTAD	TRUJILLO	MOCHE			
120109	peru	LA LIBERTAD	TRUJILLO	POROTO			
120105	peru	LA LIBERTAD	TRUJILLO	SALAVERRY			
120106	peru	LA LIBERTAD	TRUJILLO	SIMBAL			
120101	peru	LA LIBERTAD	TRUJILLO	TRUJILLO			
120107	peru	LA LIBERTAD	TRUJILLO	VÍCTOR LARCO HERRERA			
121202	peru	LA LIBERTAD	VIRÚ	CHAO			
121203	peru	LA LIBERTAD	VIRÚ	GUADALUPITO			
121201	peru	LA LIBERTAD	VIRÚ	VIRÚ			
130116	peru	LAMBAYEQUE	CHICLAYO	CAYALTÍ			
130101	peru	LAMBAYEQUE	CHICLAYO	CHICLAYO			
130102	peru	LAMBAYEQUE	CHICLAYO	CHONGOYAPE			
130103	peru	LAMBAYEQUE	CHICLAYO	ETEN			
130104	peru	LAMBAYEQUE	CHICLAYO	ETEN PUERTO			
130112	peru	LAMBAYEQUE	CHICLAYO	JOSÉ LEONARDO ORTIZ			
130115	peru	LAMBAYEQUE	CHICLAYO	LA VICTORIA			
130105	peru	LAMBAYEQUE	CHICLAYO	LAGUNAS			
130106	peru	LAMBAYEQUE	CHICLAYO	MONSEFÚ			
130107	peru	LAMBAYEQUE	CHICLAYO	NUEVA ARICA			
130108	peru	LAMBAYEQUE	CHICLAYO	OYOTÚN			
130109	peru	LAMBAYEQUE	CHICLAYO	PICSÍ			
130110	peru	LAMBAYEQUE	CHICLAYO	PIMENTEL			
130118	peru	LAMBAYEQUE	CHICLAYO	POMALCA			
