codigo_local_votacion	nombre_local_votacion	ubigeo	lat	lon
10467	IE 38622 INMACULADA CONCEPCION	070909		
51890	IEI 377 VIRGEN DE FATIMA	070909		
1500	IE LA VICTORIA	070910		
10484	IE 38392 PICHARI BAJA	070910		
10491	IE 38990 A MARAVILLA	070910		
23548	IE PARQUE INDUSTRIAL	070910		
51891	IE CESAR VALLEJO	070910		
5196	IE 50885 SAN MARTIN	070911		
52009	IE 50790 SAN FRANCISCO APAYLLA	070911		
5559	IE 50710 VILLA VIRGEN	070912		
52697	IE INCA GARCILASO DE LA VEGA	070912		
1497	IE 38761 LIBERTADORES DEL VRAE	070913		
7277	IE JUAN SANTOS ATAHUALPA	070915		
40204	IE 64443 CAMISEA	070915		
1468	IE JAVIER PEREZ DE CUELLAR	070916		
51867	IE 501138 KEPASHIATO	070916		
1498	IE SAN JOSE DE CHIRUMPIARI	070917		
1499	IE 38704 LOBO TAHUANTINSUYO	070918		
53619	IE 38633 JOSE CARLOS MARIATEGUI	070919		
23616	IE HERMANOS AYAR	071001		
1502	IE JOSE MARIA ARGUEDAS ALTAMIRANO	071002		
7504	IE 50358 LAS MERCEDES	071003		
31649	IE SAN MARTIN DE PORRES	071003		
1504	IE 50347 SAN JUAN BAUTISTA	071004		
10543	IE MIXTO INTEGRADO HUANOQUITE	071005		
1507	IE SAN ISIDRO OMACHA	071006		
40205	IE 501208 NUESTRA SEÑORA DE GUADALUPE PRIMARIA	071006		
51818	IE JOSE ANTONIO ENCINAS - ANTAPALLPA	071006		
10556	IE JEC SAN ESTEBAN	071007		
54421	IE 50410 DE POMATE	071007		
1509	IE 50357 SAN FRANCISCO DE ASIS	071008		
52470	IE AYAR MANCO	071008		
55350	IE VIRGEN ASUSCION - PILLPINTO	071009		
1511	IE 50411 SAN LUIS GONZAGA	071101		
1513	IE JOSE PEREZ ARMENDARIS	071101		
17165	CEBA 51029 SAGRADO CORAZON DE JESUS	071101		
1514	IE 50414	071102		
1515	IE 50421 PRIMARIA AUGUSTO SALAZAR BONDY	071103		
1516	IE 50421 AUGUSTO SALAZAR BONDY	071103		
40206	IEI 636 MICAELA BASTIDAS	071103		
1517	IE RAMIRO PRIALE PRIALE	071104		
10562	IE 50426 FRAY MARTIN DE PORRES	071104		
51862	IEI 635 ENMANUEL	071104		
1520	IE 50430 AMAZONICO	071105		
10579	IE 50429 MARIA NATIVIDAD HONOR ORTIZ DE AQUISE	071105		
1521	IE SATURNINO HUILLCA QUISPE	071106		
17166	IE 50416 VIRGEN DE LAS MERCEDES	071106		
1524	IE 51030 SAN MARTIN DE PORRES	071201		
23704	IEI 1370	071201		
31074	IE NUESTRA SEÑORA DEL CARMEN	071201		
40208	IE MARIANO SANTOS	071201		
1525	IE 50477 NUESTRA SEÑORA DE FATIMA	071202		
23652	IE LUIS VALLEJO SANTONI	071202		
1526	IE INTEGRADO 50497 ROSA DE AMERICA	071203		
40210	IE 50494 CCARHUAYO	071204		
52347	IE SEÑOR DE TAYANCANI	071204		
1528	IE 50490 LAS MERCEDES	071205		
1529	IE CESAR VALLEJO MENDOZA	071205		
10600	IE 50538 SIMON BOLIVAR	071205		
31650	IE LUIS NAVARRATE LECHUGA	071205		
1530	IE TUPAC AMARU II	071206		
31068	IE 50488	071206		
32888	IE INTEGRADO 50527 TINTINCO	071206		
1531	IE NARCISO ARESTEGUI	071207		
6969	IE 27 DE NOVIEMBRE	071208		
54802	IE CESAR VALLEJO	071208		
1533	IE 50496 MARCAPATA	071209		
52016	SALON MULTIUSOS DE LA MUNICIPALIDAD DE MARCAPATA	071209		
1534	IE SEÑOR DE CCOYLLOR RITTY	071210		
23676	IEI 629	071209		
1535	IE 50492 CORAZON DE JESUS PRIMARIA I	071210		
32150	IE SAGRADO CORAZON DE JESUS	071210		
40213	IE 501450 SEÑOR DE HUANCA	071210		
40214	IE 50492 CORAZON DE JESUS PRIMARIA II	071210		
52004	IE 50544 SEÑOR DE LA EXALTACION	071210		
1536	IE 50499 JUSTO BARRIONUEVO ALVAREZ	071211		
50900	IEP CESAR VALLEJO	071211		
1537	IE 50483 VIRGEN DEL CARMEN	071212		
31072	IE JOSE CARLOS MARIATEGUI	071212		
31653	IE REVOLUCIONARIO JUAN VELASCO ALVARADO	071212		
51880	IE 50522	071212		
1538	IE 51031 SANTA ROSA DE LIMA	071301		
1540	IE GENERAL OLLANTA	071301		
17167	IE 50572 SAN LUIS GONZAGA	071301		
17168	IE VALLE SAGRADO	071301		
17169	IE AGROPECUARIO	071301		
17170	IE 501224 NUESTRA SEÑORA DE GUADALUPE	071301		
35051	IEST LA SALLE	071301		
52003	IEI 264 CUNA JARDIN URUBAMBA	071301		
1541	IE 50581 NUESTRA SEÑORA DE FATIMA	071302		
23720	IE INKA TUPAC YUPANQUI	071302		
40216	IE ALTERNATIVO YACHAY PRIMARIA	071302		
1542	IE NUESTRA SEÑORA DE NATIVIDAD	071303		
40217	IE VIRGEN DEL CARMEN	071303		
54424	IE 50590 JESUS LAMBARRI	071303		
51892	IE 50622 SAN JUAN BAUTISTA DE LA SALLE	071304		
52698	IEI 651 VIRGEN DEL CARMEN	071304		
52699	IE INKA PACHACUTEC	071304		
1544	IE 50578 VIRGEN DEL CARMEN	071305		
6477	IE ANTONIO SINCHI ROCA	071305		
10651	IE 50577 SAN LUIS GONZAGA	071305		
51992	IEI 652	071305		
1545	IE 50582 MANCO INCA	071306		
1546	IE OLLANTAY	071306		
32893	IE 50583 VIRGEN DE FATIMA	071306		
1547	IE 50592 SAN MARTIN DE PORRES	071307		
40220	IE 50593 NUESTRA SEÑORA DEL ROSARIO	071307		
1548	IE 36002	080101		
1549	IE 36009 MOISES ORDAYA ALIAGA	080101		
1550	IE 37001	080101		
1551	IE FRANCISCA DIEZ CANSECO DE CASTILLA	080101		
1553	IE MICAELA BASTIDAS PUYUCAHUA	080101		
10857	IE 36001	080101		
10861	IE 36010	080101		
50269	IE ISOLINA CLOTET DE FERNANDINI	080101		
53955	IEP AGORA	080101		
53974	IE RAMON CASTILLA MARQUEZADO	080101		
1559	IE SAN JOSE DE ACOBAMBILLA	080102		
7634	IE JOSE GALVEZ EGUSQUIZA	080103		
10840	IE CIRO ALEGRIA BAZAN	080103		
23867	IE SAN IGNACIO DE LOYOLA	080103		
40222	IE 36013	080103		
1576	IE 36040	080104		
1578	IE INDOAMERICA	080105		
1579	IE RICARDO PALMA SORIANO	080106		
1580	IE SAN FRANCISCO	080108		
1581	IE MANUEL ASCENCIO SEGURA	080109		
1582	IE 36048	080110		
40224	IE AUGUSTO SALAZAR BONDY	080111		
1584	IE 36049	080112		
1585	IE SAN MIGUEL	080113		
1586	IE 36027	080114		
40225	IE TUPAC AMARU	080115		
51997	IE 36029	080115		
1589	IE 36054	080116		
1590	IE 36056	080117		
10893	IE SAN JUAN BAUTISTA	080117		
1591	IE 36036	080118		
40955	IE INICIAL 114 LOS MILAGRITOS	080118		
50898	IE JULIO CESAR TELLO	080118		
53951	IE SAN MARTIN DE PORRES	080118		
54464	IE JORGE BASADRE GROHMANN	080118		
1596	IE AMERICA	080119		
40226	IE 36005 JUAN VERGARA VILLAFUERTE	080119		
53954	IE LA VICTORIA DE AYACUCHO	080119		
1597	IE 36022	080120		
23892	IE MARISCAL AGUSTIN GAMARRA	080120		
1598	IE NUESTRA SEÑORA DE LA CANDELARIA	080201		
40228	IE 36149 JOSE ANTONIO ENCINAS FRANCO	080201		
1600	IE 36159	080202		
1602	IE CIRO ALEGRIA BAZAN	080202		
1605	IE MANUEL SCORZA TORRES	080203		
1606	IE N° 36161	080204		
23750	IE JOSE CARLOS MARIATEGUI	080204		
1607	IE 36166	080205		
10692	IEI 149	080205		
10705	IE NUESTRA SEÑORA DE COCHARCAS	080206		
40229	IE 36170	080206		
1611	IE 36172	080207		
40231	INSTITUCION EDUCATIVA VIRGEN DEL ROSARIO	080208		
1613	IE 36214 ALBERT EINSTEIN	080301		
1616	IE NUESTRA SEÑORA DEL CARMEN	080301		
6977	IE 37002 RICARDO FERNANDEZ	080301		
10750	IE JOSE MARIA ARGUEDAS	080301		
1619	IE 36217	080302		
1622	IE 36219	080303		
10731	IE MARIANO MELGAR	080304		
1625	IE 36222	080305		
54228	IE 36382	080305		
1627	IE 36224 JOSE CARLOS MARIATEGUI	080306		
1628	IE 36223	080307		
54107	IE SAN ANTONIO DE PADUA	080307		
10734	IE JESÚS NAZARENO	080308		
10969	IE MARISCAL CASTILLA	080509		
23973	IE MARISCAL CACERES	080509		
7251	IE SANTA ROSA	080511		
1672	IE 30952 TOBIAS CASTRO REYES	080512		
10973	IE AUGUSTO SALAZAR BONDY	080512		
10977	IE SAN JOSE	080515		
1676	IE 30961 JOSE ANTONIO ENCINAS	080517		
10985	IE RAUL PORRAS BARRENECHEA	080517		
24018	IE 30964	080518		
1678	IE 30968 ENRIQUE AVILA SANTIBAÑEZ	080519		
55433	IE 231	080519		
1680	IE 7 DE JUNIO	080520		
1681	IE SAN PEDRO	080523		
10994	IE SAN MARTIN DE PORRES	080523		
53300	IE SAN JOSE	080525		
1683	IE DANIEL ALCIDES CARRION	080526		
24028	IE 30970	080526		
1666	IE MICAELA BASTIDAS PUYUCAHUA	080528		
1664	IE CARLOS AUGUSTO SALAVERRY	080529		
52724	IE 31030	080529		
7635	IE JOSE GALVEZ EGUSQUIZA	080530		
24007	IE 30954	080531		
51219	IE SANTIAGO	080531		
1651	IE MARISCAL CACERES	080532		
53629	IE SEBASTIAN LORENTE IBAÑEZ	080533		
53628	IE SIMON BOLIVAR	080534		
1684	IE 22569	080601		
4937	IE CESAR VALLEJO	080602		
1686	IE 22029	080603		
1687	IE 22023	080604		
6988	IE INMACULADA CONCEPCION	080605		
1689	IE CELESTINO MANCHEGO MUÑOZ	080606		
1692	IE 22033	080607		
1694	IE 22159	080608		
1695	IE ELEODORO BELLIDO BRAVO	080609		
1696	IE JOSE MARIA ARGUEDAS	080610		
7636	IE SAN FRANCISCO	080611		
1698	IE LIBERTADOR SIMON BOLIVAR	080612		
1699	IE 22164	080613		
23927	IE JUAN PABLO VIZCARDO Y GUZMAN	080613		
1700	IE APOSTOL SANTIAGO	080614		
1701	IE JOSE CARLOS MARIATEGUI	080615		
54634	IE SANTA ROSA	080616		
10798	IE ANTONIO RAIMONDI	080701		
1704	IE 30978 JOSE ANTONIO ENCINAS	080702		
10791	IE LA ESMERALDA	080702		
1708	IE 30948 VICTOR SANCHEZ TUEROS	080703		
7543	IE JOSE CARLOS MARIATEGUI	080704		
1710	IE 30987 NUESTRA SEÑORA DE LAS MERCEDES	080705		
23836	IE 30989 JESUS DE NAZARETH	080706		
23841	IE CESAR VALLEJO	080706		
1713	IE 30958 SEÑOR DE LA AGONIA	080707		
10813	IE SAN FRANCISCO	080707		
1714	IE SAN MIGUEL	080708		
1715	IE JAVIER HERAUD	080709		
23854	IE 30994 FRAY MARTIN DE PORRES	080709		
1716	IE JOSE MARIA ARGUEDAS	080710		
1717	IE 30979 THOMAS ALVA EDISON	080711		
1720	IE 32011 HERMILIO VALDIZAN	090101		
1723	IE JUANA MORENO	090101		
7549	IE 32008 SEÑOR DE LOS MILAGROS	090101		
11065	IEI 005 FRAY MARTINCITO DE PORRES	090101		
11069	IE 33130	090101		
11070	IEP PARROQUIAL SANTA ELIZABETH	090101		
11071	IE HEROES DE JACTAY	090101		
11072	IEP ECLESIAL LA IMACULADA CONCEPCION	090101		
11076	IESPP ESTEBAN PAVLETICH	090101		
11078	IE JOSE GALVEZ EGUSQUIZA	090101		
24337	IEI 003 LAURITA VICUÑA	090101		
24343	IE 32004 SAN PEDRO	090101		
24349	IE 32814 MIGUEL GRAU SEMINARIO	090101		
24357	IE MILAGRO DE FATIMA	090101		
40237	CEBA DE LA GRAN UNIDAD ESCOLAR LEONCIO PRADO	090101		
40240	IE 33023	090101		
40242	IE GRAN UNIDAD ESCOLAR LEONCIO PRADO	090101		
52068	IEI 001 DR CARLOS SHOWING FERRARI	090101		
52154	IE NUESTRA SEÑORA DE LAS MERCEDES	090101		
52340	IE 32046 DANIEL ALOMIA ROBLES	090101		
1731	IE NUESTRA SEÑORA DE LOURDES	090102		
31657	IEI 016	090102		
50272	IEI 32929 SEÑOR DE LA EXALTACION	090102		
50273	IE SANTA ROSA DE MAYOBAMBA	090102		
52371	IEI 32961 APARICIO POMARES HILARIO	090102		
7563	IE 32080 CARLOS CASTILLO RIOS	090103		
52224	IE 32023 MARIANO SILVA GOMEZ	090103		
52227	IE 32079 SAMUEL CARDICH AMPUDIA	090103		
7546	IE JESUS DE NAZARENO	090104		
11079	IE 32025 MARGOS	090104		
1737	IE JUAN JOSE CRESPO Y CASTILLO	090105		
52226	IE 32857 HUACALLE	090105		
52509	IE 32714	090105		
1738	IE GABRIEL AGUILAR NARVARTE	090106		
24382	IE 32034 TUPAC AMARU II	090107		
1749	IE JORGE BASADRE	090108		
40246	PARROQUIA NATIVIDAD DE LA SANTISIMA VIRGEN MARIA	090108		
51918	IE 32038 TAULLIGAN	090108		
52219	IE 32691 PASCUAL RUFINO ENCARNACION	090108		
53875	IE 33016 CULLCUY	090108		
54729	IEP 33068 CASHA	090108		
1753	IE ANDRES AVELINO CACERES	090109		
1755	IE 32005 ESTEBAN PAVLETICH	090110		
1758	IE 32962 ROSULO SOTO CARRILLO	090110		
1759	IE CESAR VALLEJO	090110		
1760	IE EL AMAUTA JOSE CARLOS MARIATEGUI	090110		
1762	IEI MARISCAL CACERES	090110		
1763	IEI 32223 MARIANO DAMASO BERAUN	090110		
11043	IEI 011	090110		
11044	IE INICIAL 014	090110		
11045	IEI 015	090110		
11046	IE 32896 ALEJANDRO SANCHEZ ARTEAGA	090110		
11047	IE 33356 HUAYOPAMPA	090110		
11052	IEP JOSE ANTONIO ENCINAS FRANCO	090110		
11055	IE MARINO ADRIAN MEZA ROSALES	090110		
24285	IEI 104	090110		
24290	IE 32925 RENE EUSEBIA GUARDIAN RAMIREZ	090110		
24297	IESTP APARICIO POMARES	090110		
24299	IE JAVIER PULGAR VIDAL	090110		
24300	CEBE MANUEL VILLAVICENCIO GARGATE	090110		
50274	IE 32927 MIRKO A VALVERDE ALMEIDA	090110		
50275	IE COLEGIO NACIONAL DE APLICACIÓN UNHEVAL	090110		
51681	IE 33079 JAVIER HERAUD PEREZ	090110		
51682	IEI 405	090110		
52215	IEI 145 SAN LUIS	090110		
52259	IE 32014 JULIO ARMANDO RUIZ VASQUEZ	090110		
52333	IEI 013 PAUCARBAMBA	090110		
52593	IEI 311 FONAVI III	090110		
7214	IE JUAN VELASCO ALVARADO	090111		
7537	IE EL GRAN MAESTRO	090111		
11085	IEP AUGUSTO CARDICH	090111		
11088	IE MARIO VARGAS LLOSA	090111		
11089	UNIVERSIDAD NACIONAL HERMILIO VALDIZAN	090111		
24361	IEI 687	090111		
24363	IE CARLOS NORIEGA JIMENEZ	090111		
1766	IE DANIEL ALOMIA ROBLES	090112		
51657	IE 116 YACUS	090112		
1730	IE HORACIO ZEBALLOS GAMES	090113		
1767	IE 32133 VIRGEN DEL CARMEN	090201		
1768	IEI JULIO BENAVIDES SANGUINETTI	090201		
10997	IE JUAN JOSE CRESPO Y CASTILLO	090201		
1769	IEI MANUEL GONZALES PRADA	090202		
1771	IE 32147 SAN JUAN	090203		
1773	IE SAN LORENZO	090204		
51466	IEI 046 MOISES JUAN PUENTE ALVARAD0	090204		
1774	IEI 059	090205		
1775	IE 32150	090205		
1776	IE AGROPECUARIO GREGORIO CARTAGENA	090205		
1777	IE HERMILIO VALDIZAN	090206		
1778	IE 32159 DIVINO MAESTRO	090207		
1780	IE VICTOR RAUL HAYA DE LA TORRE	090207		
1781	IE RICARDO FLORES GUTIERREZ	090208		
1782	IE YAROWILCA	090301		
11008	IE AURELIO CARDENAS PACHAS	090301		
11010	IE NUESTRA SEÑORA DE LOURDES	090301		
50718	IEI SEÑOR DE LA UNIDAD	090301		
1783	IE 32224	090307		
24128	IE MANUEL SCORZA	090307		
1787	IE JAVIER PULGAR VIDAL	090312		
1788	IE AUGUSTO CARDICH LOARTE	090314		
40251	IE ENRIQUE LOPEZ ALBUJAR	090314		
1789	IE QUIVILLA	090316		
1790	IE VIRGEN DEL CARMEN DE RIPAN	090317		
24160	IESPP HERMILIO VALDIZAN	090317		
1791	IE JOSE MARIA ARGUEDAS	090321		
24163	IE 32248	090321		
1792	IE SILLAPATA	090322		
1793	IE NUESTRA SEÑORA DEL CARMEN	090323		
1794	IE INDUSTRIAL JAPON	090401		
1795	IE 32384 CESAR OCTAVIO VERGARA TELLO	090401		
11030	IEI 030	090401		
11034	IESTP GLICERIO GÓMEZ IGARZA	090401		
11036	IE VICTOR E VIVAR	090401		
24238	IE 32385 VIRGEN DE FATIMA	090401		
1797	IE ULDARICO VIDAL SAN MARTIN	090402		
1798	IES MAXIMO RUFINO ESTEBAN	090403		
40252	IE 32397 ROBERTO TERRY SCHREIBER	090403		
51925	IE 657 SAN MARTIN	090403		
1800	IE 32400	090404		
24231	IE JEC MARINO ADRIAN MEZA ROSALES	090404		
40952	IE 32400 - SEGUNDA SEDE	090404		
1801	IEI 32403	090405		
1802	DANIEL JOEL JARA INGA MIRAFLORES	090406		
1805	IE JAVIER PEREZ DE CUELLAR	090407		
11038	IE 32888	090407		
40254	IE 606 PISTA LOLI - MONZÓN	090407		
24253	IE 061 MONZON	090407		
51426	IE 32405	090407		
1806	IE 32412	090408		
1807	IE 32414	090409		
1808	IE 32417	090410		
40255	IE MIGUEL DE LA MATA BERAUN	090410		
1809	IE HERMINIO CORDOVA IBARRA	090411		
51069	IE 32420	090411		
1811	IE HUAYNA CAPAC	090501		
11111	IE 84045 JORGE CHAVEZ DARTNELL	090501		
52630	EPM 84402 LAS DELICIAS	090501		
1813	IE 84056	090502		
40256	IE CIRO ALEGRIA BAZAN	090502		
1816	IE 84068	090505		
1814	IE AGROPECUARIO ANTONIO RAYMONDI	090506		
7153	IE 33432 ANTONIO KETIN VIDAL HERRERA	090507		
1817	IE 32262 LEONCIO PRADO GUTIERREZ	090601		
1818	IE MARISCAL RAMON CASTILLA	090601		
1819	IE MARIANO BONIN	090601		
1820	IE PARROQUIAL PADRE ABAD	090601		
1822	IE 32483 RICARDO PALMA SORIANO	090601		
1823	UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA	090601		
7522	IE GOMEZ ARIAS DAVILA	090601		
24501	IE 32484	090601		
24506	IE 33121 9 DE OCTUBRE	090601		
24507	IEI 33164 VENENILLO	090601		
24513	CEBE SANTA TERESITA DEL NIÑO JESUS	090601		
1824	IE PUMAHUASI	090602		
50983	IE 32492 ANTONIO RAYMONDI	090602		
1825	IE SAN ISIDRO	090603		
52033	IE 32573	090603		
1826	IE 32508 VICTOR  REYES ROCA	090604		
1827	IESTP NARANJILLO	090604		
51920	IE AGROPECUARIO NARANJILLO	090604		
52602	IESTP NARANJILLO	090604		
1828	IE LAS PALMAS	090605		
1829	IE MARIANO DAMASO BERAUN	090605		
24487	IEI 500 LAS PALMAS	090605		
51673	IEI 627	090605		
1830	IE HANS VICTOR LANGEMAK MICHELSEN	090606		
1831	IE INCA HUIRACOCHA	090606		
11102	IE 32494	090606		
11103	IE 32550	090606		
24467	IE ANDRES AVELINO CACERES DORREGARAY	090606		
52807	IE 32540 PRIMERO DE MAYO	090606		
7269	IE PUCAYACU	090607		
7270	IE CESAR VALLEJO	090608		
24449	IEI 088 JOSE CARLOS MARIATEGUI	090608		
51922	IEP SAGRADO CORAZÓN DE JESUS	090608		
52629	IE INTEGRADO LOS LAURELES	090608		
50996	IE 32497 SANTA LUCIA	090609		
51930	IE 32549 SAN MIGUEL	090609		
52592	IE 32543 PUERTO PRADO	090609		
7271	IEI 32496 ANDA	090610		
51924	IE 32552 ANGASHYACU	090610		
41030	IEI 32575 MARIA AUXILIADORA	090701		
11135	IE GUAMAN POMA DE AYALA	090701		
24598	IEI 034	090701		
24608	IESTP JAVIER PULGAR VIDAL	090701		
51257	IEI 32660 COLICOCHA	090701		
1836	IE 32581 CHAGLLA	090702		
24578	IEI 037	090702		
24585	IE JOSE ANTONIO ENCINAS FRANCO	090702		
1839	IE 32587 SAN JUAN PABLO	090704		
1840	IE CARLOS IVAN DEGREGORI CASO	090704		
24591	IE 32587 SAN JUAN PABLO II MOLINO	090704		
52390	IE 33163 OROYA	090704		
1841	IE 32591 LEONCIO PRADO GUTIERREZ SECUNDARIA	090706		
40259	IE 32591 LEONCIO PRADO GUTIERREZ PRIMARIA.	090706		
52223	IE 32633	090706		
52225	IE 32626 SAN MARCOS	090706		
1843	IE 64315 NUEVA HONORIA	090801		
40260	IEI 102 NUEVA HONORIA	090801		
1845	IE LUIS BENJAMIN CISNEROS	090802		
1846	IE 64329	090802		
40261	IEI 283 PUERTO INCA	090802		
40981	IE 64329 - 1	090802		
1847	IE DANIEL ALCIDES CARRION	090803		
11142	IE 33412 LAZARO FLORIDA SCHMIDT	090803		
24626	IE 406	090803		
1848	IE 64349 AGROPECUARIO INTEGRADO TOURNAVISTA	090804		
11147	IE 64349	090804		
1849	IEI 64330 AUGUSTO DURAND	090805		
24188	IE 304	090901		
40262	IE SANTIAGO ANTUNEZ DE MAYOLO	090901		
50716	IE 33230	090901		
51921	IE 84059 SIMÓN BOLÍVAR	090901		
1851	IE 33353 VIRGEN DEL CARMEN	090902		
24212	IE DANIEL ALOMIA ROBLES	090902		
1854	IE LEONCIO PRADO	090903		
52059	IE 84065 LEONCIO PRADO	090903		
1855	IE JOSE CARLOS MARIATEGUI	090904		
1856	IE JOSE VARALLANOS	091001		
11096	IEP 32264	091001		
11097	IESP RICARDO SALINAS VARA	091001		
50402	IEI 040 JESUS	091001		
24410	IEP 32256 BAÑOS	091002		
24435	IE PEDRO PAULET MOSTAJO	091003		
51928	IE 32279	091003		
1859	IE 32269 QUEROPALCA	091004		
24436	IE 32282 SAN MIGUEL CAURI	091005		
1862	IE 32272 LAMPA DE PLATA	091006		
11099	IE JOSE ANTONIO ENCINAS FRANCO	091006		
1863	IE COLEGIO NACIONAL INTEGRADO PEDRO ARBUES BERNARDO PEÑA	091007		
1864	IEI 32213 ANDRES AVELINO CACERES	091101		
1865	IEP ESTEBAN PAVLETICH TRUJILLO	091101		
50593	IEI 32213 ANDRES AVELINO CACERES	091101		
1866	IEP 32219 CHUPAN	091102		
24679	IE RICARDO PALMA SORIANO	091102		
40263	IE APARICIO POMARES HILARIO	091102		
53900	IE RICARDO PALMA SORIANO SECUNDARIA	091102		
40264	IE CESAR VALLEJO MENDOZA	091103		
50592	IE 32211 JOSE CARLOS MARIATEGUI	091103		
1868	IE 32261 JULIO C TELLO CHACABAMBA	091104		
1869	IE 32229 VICTOR RAUL HAYA DE LA TORRE	091105		
51205	IE 32309	091105		
1870	IE HIPOLITO UNANUE	091106		
11152	IE INCA PACHACUTEC	091106		
51677	IEP JEC HIPOLITO UNANUE	091106		
7554	IE 32234 ILLATHUPA	091107		
1872	IE GARU CHORAS	091108		
40265	IE 32215 CHORAS	091108		
1873	IE 22495 MICAELA GALINDO ROJAS DE CACERES	100101		
1874	IE 22533 ANTONIA MORENO DE CACERES	100101		
1875	IE 23007 JUDITH AYBAR DE GRANADOS	100101		
1878	IE ANTONIA MORENO DE CACERES	100101		
1879	IE 22299 CARLOS CUETO FERNANDINI	100101		
1880	IE 23008 EZEQUIEL SANCHEZ GUERRERO	100101		
1882	IE JOSE TORIBIO POLO	100101		
1883	IE 22494 JUAN XXIII	100101		
1884	IE MARGARITA SANTA ANA DE BENAVIDES	100101		
1885	IE NUESTRA SEÑORA DE LAS MERCEDES	100101		
1886	IE PNP TEODOSIO FRANCO GARCIA	100101		
1888	IESTP CATALINA BUENDIA DE PECHO	100101		
5187	IE 22295	100101		
11220	IEI 14 MERCEDES DIBOS DE CAMINO	100101		
11222	IE 22291 MARIA BOZA MALATESTA	100101		
11224	IE 22487 HORACIO ZEBALLOS GAMEZ	100101		
11225	IE 22521 FRANCISCO FLORES CHINARRO	100101		
11227	IE 23009 SAN MIGUEL	100101		
11232	AEP JUAN VALER SANDOVAL	100101		
11233	CEBA ANDRES BELLO	100101		
11237	CEBE DIVINO NIÑO JESUS	100101		
11239	ESMP FRANCISCO PEREZ ANAMPA	100101		
11242	IE 22292 JOSE OLAYA BALANDRA	100101		
11243	IE 22296 OLINDA MALDONADO LLOSA	100101		
11244	IE 22302 MARIA REICHE NEWMAN	100101		
11245	IE 22303 SANTA ROSA DE LIMA	100101		
11246	IE 22305 JULIO CESAR TELLO	100101		
11248	IE 22626 SAN ANTONIO DE PADUA	100101		
11249	IE 22733 REPUBLICA DE CANADA	100101		
11254	IE EL HUARANGO	100101		
11255	IE FERMIN TANGUIS	100101		
11256	IE JOSE DE LA TORRE UGARTE	100101		
11257	IE JOSE MATIAS MANSANILLA	100101		
11259	IEI 89 EL HUARANGO	100101		
11261	IE MAXIMO DE LA CRUZ SOLORZANO	100101		
17173	IESPP JUAN XXIII	100101		
40269	UNIVERSIDAD NACIONAL SAN LUIS GONZAGA FACULTAD DE MEDICINA	100101		
51340	AEP JOSE CARLOS MARIATEGUI	100101		
1889	IE 22309 HERLINDA MALPARTIDA TORIBIO	100102		
1890	IE DANIEL MERINO RUIZ	100102		
5620	IESTP FERNANDO LEON DE VIVERO	100102		
11264	IE 137	100102		
11265	IE 22491 MICAELA BASTIDAS PUYUCAWA	100102		
11266	IE 22505	100102		
11268	IE 33 CORAZON DEL NIÑO DE JESUS	100102		
11271	IEP SAN MIGUEL ARCANGEL	100102		
31077	IE 22364	100102		
52312	IE 22764	100102		
52330	IEP JEAN PIAGET	100102		
52559	IE 22681	100102		
54610	IEP ESCUELA ADVENTISTA LA TINGUIÑA	100102		
1892	IE 22314 VICENTA AQUIJE	100103		
1894	IE JOSE GREGORIO HUAMAN GIRAO	100103		
11273	IE 22316 IRMA MENDOZA DE CORDOVA	100103		
11274	IE 22485 CORONEL FRANCISCO BOLOGNESI CERVANTES	100103		
11276	IE 22313	100103		
17174	IE 22511	100103		
1895	IE 136 SANTISIMA VIRGEN MARIA AUXILIADORA	100104		
1897	IE 22320	100104		
1898	IE 22718 LUIS ABRAHAM ELIAS GHEZZI	100104		
1899	IE JOSE MARIA ARGUEDAS	100104		
1900	IE VICTOR MANUEL MAURTUA	100104		
11286	IE 22542	100104		
11294	IE 22319	100104		
17175	IE 22525	100104		
24783	IE 22321 ALBERTO CASAVILCA CURACCA	100104		
51561	IEI 141	100104		
51564	IEP MARIA PARADO DE BELLIDO	100104		
52110	IEP EVARISTE GALOIS	100104		
52553	IE 22322	100104		
52557	IEP DANIEL ALCIDES CARRION	100104		
52621	IEP FUTURA SCHOOLS	100104		
54161	IE ABRAHAM VALDELOMAR	100104		
1901	IE GABINO CHACALTANA HERNANDEZ	100105		
11299	IE 22324	100105		
1903	IE GENERAL JUAN PABLO FERNANDINI	100106		
53302	IE 22325 VIRGEN DE FATIMA	100105		
1904	IE 22661 JUAN DONAIRE VIZARRETA	100106		
11307	IE 22333 GENERAL JUAN JOSE SALAS BERNALES	100106		
11309	IEP VIRGEN DEL ROSARIO DE YAUCA	100106		
11310	IEP VIRGEN MARIA DE GUADALUPE	100106		
1905	IE CATALINA BUENDIA DE PECHO	100107		
11315	IE 22336	100107		
1906	IE GENARO HUAMAN ACUACHE	100108		
11318	IE 22340 EL CARMEN	100108		
51531	IE 22724 TERESA DE LA CRUZ	100108		
1907	IE FRAY RAMON ROJAS	100109		
1908	IE 22355 MARIA DARQUEA DE CABRERA	100109		
1909	IE SEBASTIAN BARRANCA	100109		
11321	IE 22346 SAN MARTIN DE PORRAS	100109		
11327	IE 22356 EDMUNDO ZAMBRANO CARDENAS	100109		
24808	IE ADELA LENGUA DE CALDERON	100109		
1910	IE 22358	100110		
