codigo_local_votacion	nombre_local_votacion	ubigeo	lat	lon
54371	IE 045	060112		
1073	IE 82287	060201		
1076	IE COMANDANTE LEONCIO MARTINEZ VEREAU	060201		
1078	IE MICAELA BASTIDAS	060201		
1079	IE 82286	060201		
7534	IE NUESTRA SEÑORA DEL ROSARIO	060201		
9386	IE 82284	060201		
9395	IE EMBLEMATICA JOSE GALVEZ EGUSQUIZA	060201		
1083	IE 82307	060202		
7241	IE JOSÉ OLAYA	060202		
51975	IE 82311	060202		
51976	IEI 82311	060202		
51977	IE MARTIRES ESCOLARES	060202		
1089	IE 82320	060203		
1090	IE JOSE CARLOS MARIATEGUI	060203		
52042	IE 82322	060203		
1091	IE JORGE BASADRE	060205		
21554	IE 82340	060205		
9482	IE EMBLEMATICA CORONEL CORTEGANA	060301		
21900	IE 82390 PEDRO PAULA AUGUSTO GIL	060301		
51979	IE NUESTRA SEÑORA DEL CARMEN	060301		
1096	IE JEC HIPOLITO UNANUE	060302		
40138	IE 821213 SUCCHAPAMPA	060302		
1098	IE MARISCAL RAMON CASTILLA	060303		
53280	IE 82406	060303		
1101	IE SAN SANTIAGO	060304		
51291	IE 82409	060304		
1102	IE 82415	060305		
7614	IE 82417	060306		
52572	IE JEC JOSÉ GALVEZ	060306		
1104	IE 82418	060307		
1105	IE AUGUSTO GIL VELASQUEZ	060307		
1107	IE 82421	060308		
1109	IE 82424 ANTERO MEDINA SANCHEZ	060309		
1110	IE JEC DAVID SANCHEZ INFANTE	060309		
22041	IEI 073	060309		
1111	IE JEC SAN JOSE	060310		
54595	IE 82427-LOCAL ANTIGUO	060310		
9499	IE 82427	060310		
1112	IE 82431	060311		
1114	IE 82420	060312		
1115	IE JEC SAN JUAN BAUTISTA	060312		
52566	IE 821340	060312		
1117	IE 82532 NICOLAS CEDRÓN CAMACHO	060401		
9538	IE 82530 JOSE NATIVIDAD CASTILLO	060401		
50830	IESTP FELIPE ALVA Y ALVA	060401		
50692	IE 82553	060403		
1120	IE SAN FRANCISCO DE GUZMANGO	060404		
54445	IE 82566 GUZMANGO	060404		
5508	IE SAN BENITO	060405		
54450	IE 82559 SAN BENITO	060405		
1123	IE SANTISIMA TRINIDAD	060406		
52044	IE SAN FRANCISCO DE ASIS CATAN	060407		
1126	IE 82567 TORIBIA ALVAREZ REVILLA	060408		
50857	IE CENTENARIA 109	060408		
7615	IE VICTOR RAUL HAYA DE LA TORRE	060409		
1130	IE EMBLEMATICA TORIBIO CASANOVA	060501		
1131	IE 10235	060501		
1132	IE 10234	060501		
1133	IE CRISTO REY	060501		
1134	IE 10236	060501		
1135	IE 10237	060501		
1136	IESPP OCTAVIO MATTA CONTRERAS	060501		
51275	IEP PREMIUM COLLEGE FOR EXCELENCE	060501		
51276	IE FE Y ALEGRÍA 69 LOCAL ANTIGUO	060501		
51279	IESTP PERUANO DE CIENCIAS EMPRESARIALES	060501		
52743	IEI 503 SANTA CELIA	060501		
52822	IEI 411	060501		
52985	IE 10265	060501		
53223	IESTP CUTERVO	060501		
53459	CETPRO SANTIAGO ANTUNEZ DE MAYOLO	060501		
1137	IE 10291	060502		
1138	IE JEC AMAUTA	060502		
51021	IE CRISTO REDENTOR	060502		
52741	IE 10294	060502		
52742	IE EL CUMBE	060502		
1139	IE 16397	060503		
52561	IE SAN FERNANDO	060503		
1140	IE JOSE CARLOS MARIATEGUI	060504		
51512	IE 16404	060504		
1142	IE NUESTRA SEÑORA DEL CARMEN	060505		
50866	IE 10308	060505		
1144	IE JEC MANUEL GONZALES PRADA	060506		
51283	IE 16415	060506		
51284	IE JOSE OLAYA	060506		
1145	IE JUAN ZACARIAS MONTENEGRO	060507		
1146	IE 10316 - LOCAL ANTIGUO	060507		
6594	IE 10316 LOCAL NUEVO	060507		
52764	IE 18031	060507		
54377	IE JOSE ANTONIO CHACON BAZAN	060507		
54380	IE 10326	060507		
1147	IE JOSE CARLOS MARIATEGUI	060508		
22497	IE 10340	060508		
1148	IE 16432	060509		
22510	IE JEC TIBERIO SANCHEZ VERGARA	060509		
1149	IE DANIEL ALCIDES CARRION	060510		
22511	IE 10359	060510		
32414	IE CRUZ DE CHALPON	060511		
50856	IE 16437	060511		
1151	IE SANTO DOMINGO	060512		
9592	IE 10349	060512		
1152	IE SANTO TOMAS	060513		
22532	IE 16378	060513		
1153	IE SAN LORENZO	060514		
1154	IE 10366 LOCAL ANTIGUO	060514		
1165	IE 10420	060603		
1166	IE ANAXIMANDRO VEGA MATEOLA	060603		
1167	IE 10479	060604		
1168	IE JOSE CARLOS MARIATEGUI	060604		
52636	IE 10486	060604		
5406	IE 10489 JOSÉ CARLOS MARIATEGUI	060605		
22083	IEI 338	060605		
52686	IE CARLOS CUETO FERNANDINI	060605		
54690	IE HEROES DEL CENEPA	060605		
1170	IE 10500	060606		
1171	IE FRANCISCO CADENILLAS GALVEZ	060606		
22116	IE RAUL PORRAS BARRENECHEA	060607		
1173	IE EZEQUIEL SANCHEZ GUERRERO	060608		
22197	IE 10557	060608		
22207	IEI 361	060608		
32127	IE 10558	060608		
54685	IE 10564	060608		
54686	IE MI PERU	060608		
1174	IE 10433	060609		
1175	IE ANAXIMANDRO VEGA	060609		
17127	IE 10432	060609		
50864	IEI 369	060609		
1176	IE 10536	060610		
31611	IE SAN LORENZO	060610		
1181	IE MANUEL JOSE BECERRA SILVA	060611		
22243	IE 10573 ELEODORO GUEVARA RUFASTO	060611		
5415	IE 10516 GREGORIO MALCA	060612		
22250	IE JEC RAMON CASTILLA	060612		
1184	IE JOSE MANUEL OSORES	060613		
1185	IE 10584	060614		
22261	IEI 376	060614		
31612	IE TUPAC AMARU	060614		
52673	IE ANTENOR ORREGO	060614		
1187	IE 10446 SALOMON DIAZ	060615		
1189	IE VICTOR ANTONIO HERRERA DELGADO	060615		
22291	IEI 383	060615		
52763	IE 10452 CUMPAMPA	060615		
31614	IE CESAR VALLEJO	060616		
52761	IE 101069 LA LAGUNA	060615		
1191	IE JUAN FELIPE GASTELUMENDI	060617		
32847	IE SAN FRANCISCO	060618		
1194	IE JOSE MARIA MONZON HERNANDEZ	060619		
55441	ASOCIACION EL  NAZARENO	060619		
52670	IE 10118 LA LIBERTAD	060619		
55510	IE 101092	060619		
1195	IE 82661 NUESTRA SEÑORA DE LOURDES	060701		
1197	IEI 390 NUESTRA SEÑORA DE LOURDES	060701		
1196	IE 82662 JOSE FELIX CRUZADO SALCEDO	060701		
1198	IE NUESTRA SEÑORA DE LOURDES	060701		
1199	IE 82664 BAMBAMARCA	060701		
1200	IE 83010 MARIO GUSTAVO ZARATE VARGAS	060701		
1203	IE VICTOR RAUL HAYA DE LA TORRE	060701		
1204	IE SAN CARLOS	060701		
1205	IESPP BAMBAMARCA	060701		
1206	IESP HORACIO URTEAGA	060701		
22631	IE INDOAMERICANO	060701		
50829	CEBA ALCIDES VASQUEZ	060701		
50833	IEI 391	060701		
50835	IE SANTIAGO ANTUNEZ DE MAYOLO	060701		
52255	IE 82686 APAN BAJO	060701		
52617	IE 82690 MAYGASBAMBA	060701		
53276	INSTITUTO IMPERIAL	060701		
1207	IE SAN ANTONIO DE PADUA	060702		
22647	IE 82674	060702		
1208	IE 82679 NOE SALVADOR ZUÑIGA GALVEZ	060703		
1209	IE 82680	060703		
1210	IE JEC JOAQUIN BERNAL	060703		
50805	IE 414	060703		
54563	IEI 715 CAROLINA	060703		
1214	IE 16002	060801		
1215	IE 16003	060801		
1216	IE 16004	060801		
1217	IE 16005 PEDRO PAULET MOSTAJO	060801		
1218	IE 16049 INMACULADA CONCEPCION	060801		
1219	IE 17001	060801		
1221	IE 16006 CRISTO REY	060801		
1222	IE 16011 SEÑOR DE LOS MILAGROS	060801		
1223	IE 16081 SEÑOR DE HUAMANTANGA	060801		
1225	IE FE Y ALEGRIA 22 SAN LUIS GONZAGA	060801		
1226	EESPP VICTOR ANDRES BELAUNDE	060801		
1227	UNIVERSIDAD NACIONAL DE CAJAMARCA	060801		
6286	IE VICTOR RAUL HAYA DE LA TORRE	060801		
7649	IE JAEN DE BRACAMOROS	060801		
9687	IE 16001 RAMON CASTILLA Y MARQUEZADO - PRIMARIA	060801		
9696	IE 16044	060801		
9711	IE 17514	060801		
9716	IE 16042 FRANCISCO BOLOGNESI	060801		
9718	IE 16001 RAMON CASTILLA Y MARQUEZADO - SECUNDARIA	060801		
9719	IE NAZARENO	060801		
40143	IE SAGRADO CORAZON	060801		
51446	IE APLICACION VICTOR ANDRES BELAUNDE	060801		
1228	IE 16076 JOSE MARIA ARGUEDAS	060802		
1229	IE 16077 SANTA ROSA DE LIMA	060802		
1230	IE ANTENOR ORREGO	060802		
40145	IE 16082	060802		
1232	IE PARROQUIAL EL REYNADO	060803		
1233	IE 16083 TAHUANTINSUYO	060803		
1234	IE 16107	060804		
1235	IE DOCE DE OCTUBRE	060804		
51491	IEI 008	060804		
54187	IE 16847 CESAR VALLEJO	060804		
1236	IE 16122	060805		
9740	IE SAN MARTIN DE TOURS	060805		
1239	IE MARIA INMACULADA FE Y ALEGRIA 78	060806		
1240	IE 17002	060806		
9747	IE ALFONSO VILLANUEVA PINILLOS	060806		
1241	IE 16139	060807		
7702	IESM SAN JUAN	060807		
52510	IE 16146 JOSE CARLOS MARIATEGUI	060807		
54247	IE 16144 TABACAL	060807		
54614	IE 16772 JUAN VELASCO ALVARADO	060807		
1242	IE 16149	060808		
9767	IE SAN FELIPE SANTIAGO	060808		
54249	IEI 015 SAN FELIPE	060808		
1244	IEP 16160 TUPAC AMARU II	060809		
1245	IE 16160 TUPAC AMARU II SECUNDARIA	060809		
53572	IE 16859	060809		
54250	IE 16850	060809		
1247	IE CIRO ALEGRIA	060810		
1248	IE 16173	060810		
51492	IE 16188 PAKAMUROS NIVEL SECUNDARIO	060810		
9780	IEI 16180	060810		
52127	IE 16188	060810		
1249	IE 16040 MARIANO MELGAR	060811		
54245	IEI 024 LAS PIRIAS	060811		
1250	IE 16024 CARLOS NORIEGA JIMENEZ	060812		
40149	IEI 012	060812		
52194	IE 16028 SAN JOSE	060812		
52462	IE 16067	060812		
1252	IE 10603 SAN MARTIN DE PORRES	060901		
6120	IE INDOAMERICANO	060901		
51083	IE 10618 SAN ROQUE	060901		
54374	IEE JUAN UGAZ	060901		
1253	IE SAN AGUSTIN	060902		
1255	IE 10638	060902		
23119	IEI 436	060902		
1256	IE 10650	060903		
1257	IE SECUNDARIO CHANCAY BAÑOS	060903		
1258	IE 10658 SAGRADO CORAZON DE JESUS	060904		
23150	IE SOCORRO ALVARADO PUELLES	060904		
1260	IE SEÑOR DE LOS MILAGROS	060905		
1262	IE 10676	060906		
6586	IE VENCEDORES DOS DE MAYO	060906		
23189	IE ANTONIO DAVILA BRAVO	060907		
1264	IE UTICYACU	060908		
23197	IE 10706	060909		
23100	IE 10636	060910		
52512	IE JOSE DEL CARMEN CABREJO MEJIA	060910		
1267	IE JORGE BASADRE GROHMANN	060911		
23183	IE 10605	060911		
1268	IE JEC SAN MIGUEL	061001		
1269	IE 82737 MARIA AURISTELA SANCHEZ QUIROZ	061001		
40151	IE 82736 MANUEL SANCHEZ DIAZ	061001		
52284	IESPP ALFONSO BARRANTES LINGAN	061001		
4942	IE RICARDO PALMA SORIANO	061002		
22896	IE 82744 LUIS GONZAGA PEREZ MALCA	061002		
1272	IE 82748 LEONCIO PRADO	061003		
54178	IE MIGUEL GRAU	061003		
55408	IEP 82753 ISABEL BARRANTES MALCA	061004		
22944	IE 82752 HECTOR ZEGARRA Y ARAUJO	061004		
1274	IE JOSE GALVEZ EGUSQUIZA	061005		
7616	IE JEC SAN JUAN DE DIOS	061006		
1277	IE SAN GREGORIO	061007		
22971	IE 82765	061007		
5396	IE 82746	061008		
23012	IE JESÚS NAZARENO	061008		
1280	IE 82771	061009		
1281	IE 82767	061010		
9901	IE AGUA BLANCA	061010		
4940	IE 82756 TONGOD	061011		
1284	IE TUPAC AMARU	061012		
9891	IE 82755	061012		
40154	IE SIMON BOLIVAR	061013		
1287	IEI 101 CAPULLITOS DE MARIA	061101		
1288	IE 16450 NUESTRA SEÑORA DE FATIMA	061101		
1289	IE 16470 SAN IGNACIO DE LOYOLA	061101		
1290	IE 16462 SAN JUAN BOSCO	061101		
1291	IE TITO CUSI YUPANQUI	061101		
40155	IE 16449 ELOY SOBERON FLORES	061101		
40156	IEI 125	061101		
40157	IESPP RAFAEL HOYOS RUBIO	061101		
40158	IST SAN IGNACIO	061101		
1293	IE 16488 JORGE BASADRE GROHMANN	061102		
6439	IE JOSE MARIA ARGUEDAS	061102		
9786	IE 16485	061102		
1297	IE 16498 TUPAC AMARU II	061103		
52206	IEI 16506 SAN JOSE	061103		
54583	IE 16643 SAN PEDRO	061103		
1299	IE 16509 JOSE CARLOS MARIATEGUI	061104		
9819	IEI 103	061104		
1300	IE 16471 JOSE MARTIN CUESTA	061105		
1301	IE CESAR A VALLEJO MENDOZA	061105		
52142	IE 16481 TABLONCILLO	061105		
52207	IE 16896	061105		
53537	IE 16478 PEDRO RUIZ GALLO	061105		
1305	IE 16520 RICARDO PALMA	061106		
40167	IEI 104	061106		
52513	IE 16519 JOSE CARLOS MARIATEGUI	061106		
54432	IE 16931 CRISTO REY	061106		
54615	IE 16647 HUMBERTO ALDAZ PEZANTES	061106		
1309	IE 16536 SAN MIGUEL DE TABACONAS	061107		
9857	IEI 120	061107		
9858	IE 16535 VIRGEN DEL CARMEN	061107		
54622	IE 133 PAMPA DE LIMON	061107		
54623	IE 16542 CESAR ABRAHAM VALLEJO MENDOZA	061107		
1311	IE 82952 DIVINO MAESTRO	061201		
1312	IE 83007	061201		
55438	IE ALBERTO BUENO TIRADO	061201		
40171	IE 82081 SAGRADO CORAZON DE JESUS	061201		
51289	IEI 012	061201		
52045	IE 82088	061201		
52094	IEI 163	061201		
52095	IESP SAN MARCOS	061201		
1314	IE AMALIA PUGA DE LOZADA	061202		
51298	IE 82663	061202		
1317	IE SAN JOSE	061203		
22796	IE 82085	061203		
5730	IE 82058	061204		
22827	IE RICARDO PALMA	061204		
51494	IE 82242	061204		
1319	IE 82062	061205		
54041	IE LA GRAMA	061205		
1320	IE CARLOS MALPICA RIVAROLA	061206		
1324	IE 82248	061206		
30984	IE 821010	061206		
30985	IE 821270	061206		
54139	IE SAN ISIDRO	061206		
1328	IE 82054	061207		
9874	IE VICTOR ANDRES BELAUNDE	061207		
1329	IE 82097 GREGORIO PITA	061301		
1330	IE JEC SAN PABLO	061301		
9905	IE 82098	061301		
9909	IE 82098 SAN PABLO	061301		
9904	IE SAN BERNARDINO	061302		
1333	IE SAN LUIS GRANDE	061303		
1334	IE SALOMON CACERES OLIVA	061304		
9913	IE 82277 TUMBADEN	061304		
1335	IE EMBLEMATICA GLORIOSO COLEGIO NACIONAL DE CIENCIAS	070101		
1337	IE CLORINDA MATTO DE TURNER	070101		
1338	IE 51009 FRANCISCO SIVIRICHI	070101		
1339	IE COMERCIO 41	070101		
1340	IE EDUCANDAS	070101		
1341	IE EMBLEMATICA GUE INCA GARCILASO DE LA VEGA	070101		
1342	UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO	070101		
7254	IE SAN FRANCISCO DE BORJA	070101		
10322	IE 50028	070101		
10325	IE 501100 LA RINCONADA	070101		
10331	IE 51012 JULIO ALBERTO PONCE ANTUNEZ DE MAYOLO	070101		
10334	IE JORGE CHAVEZ CHAPARRO	070101		
10336	IE 51004 SAN VICENTE DE PAUL	070101		
17613	IE 50048 LOS INCAS	070101		
17614	IEP LAS MERCEDES	070101		
18139	IE 50021 SAN CRISTOBAL	070101		
18140	IE 50023 REPUBLICA DE MEXICO	070101		
31051	IE INTEGRADO 50039 UCCHULLO ALTO	070101		
31054	IEP JOSE PARDO	070101		
31648	IE NUESTRA SEÑORA DE GRACIA	070101		
40174	CEP EL CARMELO	070101		
50897	CEP SANTA ROSA DE LIMA	070101		
51811	IEP JOSE ANDRES RAZURI ESTEVEZ	070101		
51868	INSTITUTO KHIPU	070101		
52830	IEP LIDERES	070101		
52104	IE INTERCULTURAL QHAPAC ÑAN	070102		
54639	IE 50863 HUAYLLAY	070102		
1344	IE MANUEL SEOANE CORRALES	070103		
10343	IEI 438 CRUZ VERDE	070103		
32446	IE 501222 CHINCHAYSUYO	070103		
1345	IE 50038 ALEJANDRO VELASCO ASTETE	070104		
1346	IE 51023 SAN LUIS GONZAGA	070104		
1347	IE NUESTRA SEÑORA DEL ROSARIO FE Y ALEGRIA 21	070104		
10344	IE 50037 VIRGEN DE LA MERCED	070104		
10347	IE 51037 VIRGEN DEL CARMEN PILLAO MATAO	070104		
10348	IEI 700 PATRON DE SAN JERONIMO	070104		
10349	IEP LA INMACULADA	070104		
10351	IEP SAN GABRIEL	070104		
55351	IEP TRILCE LARAPA	070104		
10353	IEP ISAIAH BOWMAN	070104		
10354	IEP MI NIÑO JESUS	070104		
10357	IEP SAN ISIDRO	070104		
34699	UNIVERSIDAD ANDINA DEL CUSCO	070104		
34700	UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO KAYRA	070104		
1348	IE 50868 FERNANDO TUPAC AMARU	070105		
1349	IE DIEGO QUISPE TIT0	070105		
1351	IE PUKLLASUNCHIS	070105		
1352	IE REVOLUCIONARIA SANTA ROSA	070105		
1354	IST TUPAC AMARU	070105		
10364	IE 50046 PUMAMARCA	070105		
10365	IEI 699 TUPAC AMARU	070105		
10366	IE 50926 SAN ANTONIO BOLIVARIANO	070105		
10369	INSTITUTO SUPERIOR KHIPU	070105		
10370	IE VIRGEN DE FATIMA	070105		
31923	IE INCA RIPAQ	070105		
51872	IEP ARCO IRIS	070105		
23404	IE 501187 LOS NOGALES	070105		
51878	IEP CORONEL LEONCIO PRADO	070105		
55386	IE VICTOR RAUL HAYA DE LA TORRE 	070105		
52148	IEI 468	070105		
52149	IEI REVOLUCIONARIA SANTA ROSA	070105		
52160	IESP ARCO IRIS	070105		
52367	IEP PASTORCITOS DE FATIMA	070105		
1355	IE 51006 TUPAC AMARU	070106		
1358	IE FE Y ALEGRIA 20	070106		
1359	IET MIXTO 50002 LUIS VALLEJOS SANTONI	070106		
1360	IE GRAN MARISCAL ANDRES AVELINO CACERES PRIMARIA	070106		
1363	IE SIMON BOLIVAR	070106		
10373	IE 501318 LUIS VALLEJO SANTONI	070106		
10374	IE 50723 CECILIA TUPAC AMARU	070106		
10377	IE 50781 MANCO CAPAC	070106		
10379	IE 50941 REPÚBLICA DE AUSTRIA	070106		
10380	IE 50005 DOLORESPATA	070106		
10381	IE 51070 BARRIO DE DIOS	070106		
10382	IE GRAN MARISCAL ANDRES AVELINO CACERES SECUNDARIA	070106		
10383	IEP LICEO ITALIANO	070106		
17615	IE 50006 JORGE NAVARRETE	070106		
18141	IE 50820 GENERAL OLLANTA	070106		
23410	IEI 65	070106		
23411	IEI 698 LA INMACULADA	070106		
23413	IE CRFA WAYNAKUNAQ YACHAYWASIN	070106		
34701	IE 50780 SOL RADIANTE	070106		
40179	IEP INMACULADA CONCEPCION	070106		
50265	IEP SANTA URSULA	070106		
50823	IE DIVINO AMOR	070106		
51874	IEP PABLO APOSTOL	070106		
51990	IE 50011 CCACHONA	070106		
52327	IEI 90 SANTIAGO	070106		
52356	IEP LOS PATRIOTAS	070106		
52638	IE 50860 JOSE MARIA ARGUEDAS	070106		
52639	IEP PURIRISUN	070106		
53371	IEI PIO ROSARIO NUÑEZ DEL PRADO	070106		
54455	IE 51003 ROSARIO	070106		
1365	IE ANTONIO RAYMONDI	070107		
10385	IE 50036 FRAY SAN MARTIN DE PORRES	070107		
10386	IEP RICARDO PALMA SORIANO	070107		
1368	IE MIX MIGUEL GRAU SEMINARIO	070108		
1370	IE PNP ARTURO PALOMINO RODRIGUEZ	070108		
1372	IE MARIA DE LA MERCED	070108		
7684	IEP GALILEO	070108		
7688	IE 51021 CHACHACOMAYOC	070108		
10389	IE CAP FAP JOSE ABELARDO QUIÑONES	070108		
10391	IEP MILLENNIUM	070108		
10393	IEI ORDESO	070108		
17160	CEBE DON JOSE DE SAN MARTIN	070108		
23418	IEI 197	070108		
23420	IE MIXTO 51045 VELASCO ASTETE	070108		
32145	SENCICO	070108		
41004	IEPAC NUESTRA SEÑORA DE FATIMA	070108		
50902	IEP DOMINGO SAVIO	070108		
50903	IEP EL PACIFICO	070108		
51869	IEI MARIA TRINIDAD ENRIQUEZ	070108		
51870	IEP TRILCE	070108		
52026	UNIVERSIDAD ANDINA DEL CUSCO CPCPI	070108		
55349	IEP MILLENNIUM SECUNDARIA 	070108		
52054	IEI 465	070108		
52498	IEP ISAAC NEWTON	070108		
53808	IEP MIXTO JUAN BOSCO	070108		
54510	IEP SAN JOSE DE PRAGA	070108		
54640	IE 50025 DANIEL ESTRADA PEREZ	070108		
1375	IE TOMASA TTITO CONDEMAYTA	070201		
10053	IE 50052 LA MERCED	070201		
1376	IE 50072	070202		
1378	IE 50070 TOMASA TTITO CONDEMAYTA	070203		
40186	IE SAN MIGUEL	070203		
5926	IE SIMON BOLIVAR	070204		
10066	IE 50056 TUPAC AMARU	070204		
5927	IE RONDOCAN	070205		
40187	IE 50088 CRISTO REY	070205		
1382	IE LIBERTADORES DE AMERICA	070206		
10069	IE 50063	070206		
54512	IEI 508	070207		
1384	IE 50098 MEDIA CUESTA	070301		
1386	IE 51025 LA INTEGRADA	070301		
30818	IE 50099 SAGRADO CORAZON DE JESUS	070301		
31026	IE 50100 LA NAVAL	070301		
40188	IEP VIRGEN DEL CARMEN	070301		
30821	IE 50152 EL CARMEN	070401		
52021	IE 50151 NUESTRA SEÑORA DE FATIMA	070401		
1400	IE 50159 CLORINDA MATTO DE TURNER	070402		
10116	IE SAN JUAN BAUTISTA	070402		
1401	IE 50160 SAN LUIS GONZAGA	070403		
23285	IE EUSEBIO CORAZAO	070403		
1402	IE 50167 VIRGEN DEL CARMEN	070404		
32880	IEI 661	070404		
40190	IES CESAR VALLEJO	070404		
1404	IE 50178 BERNARDO TAMBOHUACSO	070405		
51812	IEI 662 NUESTRA SEÑORA DEL CARMEN	070405		
1405	IE SEÑOR DE HUANCA	070406		
40191	IE 50183 SAN MARTIN DE PORRES	070406		
52377	IE 50042	070407		
1406	IE 50185 MARIA AUXILIADORA	070407		
52381	IE VIRGEN ROSARIO	070407		
1407	IE 50163 VIRGEN DE FATIMA	070408		
1408	IE NUESTRA SEÑORA DEL CARMEN	070408		
51819	IE 501327 LLAULLIPATA	070408		
1411	COLEGIO NACIONAL MIXTO JOSE GABRIEL CONDORCANQUI	070501		
5936	IE 56106 ALTIVA CANAS	070501		
10178	IE 56107	070501		
7630	IE SAN ANDRES	070502		
31043	IE 56127	070502		
1413	IE ANDRES ALENCASTRE GUTIERREZ	070503		
31044	IE VICTOR PORCEL ESQUIVEL	070503		
7629	IE JEC AUDAZ DEL CASTILLO	070504		
51888	IE 56131 LANGUI	070504		
1415	IE 56133	070505		
17162	IE JEC TECNICO AGROPECUARIO	070505		
40194	CEBA TECNICO AGROPECUARIO	070505		
10169	IE 56118	070506		
5934	IE SEÑOR DE EXALTACION	070507		
1419	IE 56114 FERNANDO TUPAC AMARU	070508		
1420	IE 56004 JAPAM	070601		
1422	IE 57001 792	070601		
1423	IE EL AMAUTA	070601		
1425	IE 56002 ROSASPATA	070601		
1426	IE 56003 GLORIOSO 791	070601		
10235	COLEGIO EMBLEMATICO MATEO PUMACAHUA	070601		
10237	IE 56006 GAONA CISNEROS	070601		
10242	IE AGROPECUARIO	070601		
23353	IE 57002 DOS DE MAYO	070601		
31647	IE 56008 BOLIVARIANO	070601		
40195	IE 56021 ROSASPATA	070601		
40196	IE 56433 REAL SANTA CRUZ	070601		
1427	IE 56044	070602		
55404	IE 56045	070602		
1428	IE ALMIRANTE MIGUEL GRAU	070603		
17612	IE 56048 CHECACUPE	070603		
1429	IE JORGE CHAVEZ	070604		
23339	IE LUIS NIETO MIRANDA	070604		
52726	IE 56465 LLAQUEPATA	070604		
1430	IE LIBERTADORES DE AMERICA	070605		
10211	IE 56052 PITUMARCA	070605		
6787	IE LIBERTADOR SIMON BOLIVAR	070606		
10212	IE 56031	070606		
7628	IE JEC SAN PEDRO	070607		
10218	IE 56035 SAN PEDRO	070607		
1433	IE EMANCIPACION AMERICANA	070608		
23359	EESPP TUPAC AMARU TINTA	070608		
1435	IE 56248	070701		
1437	IE ROSA DE AMERICA	070701		
10303	IE 56319 ROSA DE SANTA MARIA	070701		
10306	IE EMBLEMATICA SANTO TOMAS	070701		
10262	IE 56260 SR DE HUANCA	070702		
51853	IEI 822	070702		
1439	IE 56257 COLQUEMARCA	070703		
10276	IE LA MERCED	070703		
6801	IE DANIEL ALCIDES CARRION	070704		
31048	IE 56263 SAN ANTONIO	070704		
7631	IE 56266 LIVITACA	070705		
31049	IE SAN SEBASTIAN PRIMARIA	070705		
31050	IE SAN SEBASTIAN SECUNDARIA	070705		
7553	IE JOSE CARLOS MARIATEGUI	070706		
40198	IE 56270 SANTA ROSA	070706		
51849	IEI 397	070706		
1444	IE 56272 QUIÑOTA	070707		
51847	IES JOSE ANTONIO ENCINAS	070707		
1445	IE 56275 TUPAC AMARU II	070708		
10313	IE JUAN DE DIOS VALENCIA	070708		
55512	IE 56175 SAGRADO CORAZON DE JESUS - SECUNDARIA	070801		
1447	IE CORONEL LADISLAO ESPINAR	070801		
6942	IE 57003 ALMIRANTE MIGUEL GRAU	070801		
7510	IE 56207 RICARDO PALMA SORIANO	070801		
10413	IE 56175 SAGRADO CORAZON DE JESUS	070801		
10423	IE TENIENTE CORONEL PEDRO RUIZ GALLO	070801		
6895	IE PEDRO JULIO VALDIVIA DEZA	070802		
1454	IE HORACIO ZEBALLOS GAMEZ	070803		
1457	IE JOSE CARLOS MAREATEGUI	070804		
51883	IE 56190	070804		
1458	IE 56191 INDEPENDENCIA AMERICANA	070805		
10434	IE COLEGIO NACIONAL HECTOR TEJADA	070805		
1459	IE 56187	070806		
10437	IE PICHIGUA	070806		
52382	IEI 488 PICHIGUA	070806		
1461	IE 56369 SUYCKUTAMBO	070807		
1462	IE GRAL JUAN VELASCO ALVARADO	070808		
52034	IE 56185 ACCOCUNCA	070808		
1465	IE 50236 SANTA ANA	070901		
1466	IE LA CONVENCION	070901		
10505	IE 50226 LA INMACULADA	070901		
10506	IE 50227 SAN FRANCISCO JAVIER	070901		
10511	IE 50961 TUPAC AMARU	070901		
10512	IE 51027 JUAN DE LA CRUZ MONTES SALAS	070901		
10513	IE 51028 EL ROSARIO	070901		
10515	IE EMBLEMATICA MANCO II	070901		
1470	IE 50243	070902		
1472	IE 50247 PISPITAYOC	070902		
1474	IE 50285 LA CALZADA	070902		
1478	IE JOSE MARIA ARGUEDAS	070902		
10442	IEI 269	070902		
55431	IEI 1378 CONCEPCION	070902		
52032	IE SAN ANTONIO DE PADUA SAJIRUYOC	070902		
1483	IE JOSE CARLOS MARIATEGUI	070903		
31925	IE 50275 HUYRO	070903		
51865	IE CORONEL FRANCISCO BOLOGNESI	070903		
1484	IE MICAELA BASTIDAS	070904		
10477	IE 50271 HORACIO ZEVALLOS GAMEZ	070904		
54776	IE 50251 UCHUMAYO	070904		
40200	IE JEC INKA PACHAKUTEQ	070905		
52052	IE 50334 SAN LUIS GONZAGA	070905		
52106	IEI 187	070905		
6958	IE 50273 VIRGEN DEL CARMEN	070906		
40201	IE URIEL GARCIA	070906		
1489	IE 50322 MANCO INCA DE PUCYURA	070907		
10523	IE 50276 AMAUTA LUCMA	070907		
23581	IE 501341 SAYRI TUPA	070907		
52051	IE 50323 HUANCACALLE	070907		
1494	IE 50238	070908		
1495	IE JOSE OLAYA	070908		
23551	IEI 319 QUELLOUNO	070908		
1496	IE DIVINO MAESTRO	070909		
