codigo_mesa	id_eleccion	id_ubigeo	nombre_local_votacion	codigo_local_votacion	id_ambito_geografico	electores_habiles	votos_emitidos	votos_validos	total_asistentes	participacion_ciudadana	codigo_estado_acta	descripcion_estado_acta
007765	10	040126	IE 40129 MANUEL VERAMENDI E HIDALGO	0676	1	300	0	0	0	0.0	P	Pendiente
007766	10	040126	IE PIO XII	0677	1	230	0	0	0	0.0	P	Pendiente
007768	10	040126	IE PIO XII	0677	1	300	0	0	0	0.0	P	Pendiente
007767	10	040126	IE PIO XII	0677	1	300	0	0	0	0.0	P	Pendiente
007770	10	040126	IE PIO XII	0677	1	300	0	0	0	0.0	P	Pendiente
007771	10	040126	IE PIO XII	0677	1	300	0	0	0	0.0	P	Pendiente
007769	10	040126	IE PIO XII	0677	1	300	0	0	0	0.0	P	Pendiente
007772	10	040126	IE PIO XII	0677	1	300	0	0	0	0.0	P	Pendiente
007773	10	040126	IE PIO XII	0677	1	300	0	0	0	0.0	P	Pendiente
007774	10	040126	IE PIO XII	0677	1	300	0	0	0	0.0	P	Pendiente
007775	10	040126	IE PIO XII	0677	1	300	0	0	0	0.0	P	Pendiente
007776	10	040126	IE PIO XII	0677	1	300	0	0	0	0.0	P	Pendiente
007777	10	040126	IE PIO XII	0677	1	300	0	0	0	0.0	P	Pendiente
007779	10	040126	IE 40134	7073	1	249	0	0	0	0.0	P	Pendiente
007780	10	040126	IE 40134	7073	1	300	0	0	0	0.0	P	Pendiente
007778	10	040126	IE PIO XII	0677	1	300	0	0	0	0.0	P	Pendiente
007781	10	040126	IE 40134	7073	1	300	0	0	0	0.0	P	Pendiente
007782	10	040126	IE 40134	7073	1	300	0	0	0	0.0	P	Pendiente
007783	10	040126	IE 40134	7073	1	300	0	0	0	0.0	P	Pendiente
007784	10	040126	IE 40134	7073	1	300	0	0	0	0.0	P	Pendiente
007785	10	040126	IE 40134	7073	1	300	0	0	0	0.0	P	Pendiente
007786	10	040126	IE 40134	7073	1	300	0	0	0	0.0	P	Pendiente
007787	10	040126	IE 40134	7073	1	300	0	0	0	0.0	P	Pendiente
007788	10	040126	IE 40134	7073	1	300	0	0	0	0.0	P	Pendiente
007790	10	040126	IE 40134	7073	1	300	0	0	0	0.0	P	Pendiente
007791	10	040126	IE 40134	7073	1	300	0	0	0	0.0	P	Pendiente
007792	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	230	184	171	184	80.0	C	Contabilizada
007789	10	040126	IE 40134	7073	1	300	0	0	0	0.0	P	Pendiente
007793	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	300	0	0	0	0.0	P	Pendiente
007794	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	300	0	0	0	0.0	P	Pendiente
007796	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	300	0	0	0	0.0	P	Pendiente
007795	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	300	0	0	0	0.0	P	Pendiente
007797	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	300	0	0	0	0.0	P	Pendiente
007798	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	300	0	0	0	0.0	P	Pendiente
007799	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	300	0	0	0	0.0	P	Pendiente
007800	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	300	0	0	0	0.0	P	Pendiente
007801	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	300	0	0	0	0.0	P	Pendiente
007802	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	300	0	0	0	0.0	P	Pendiente
007803	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	300	0	0	0	0.0	P	Pendiente
007804	10	040126	IE 40139 ANDRES AVELINO CACERES DORREGARAY	8807	1	300	252	237	252	84.0	C	Contabilizada
007806	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007809	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	247	231	247	82.333	C	Contabilizada
007805	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	265	221	199	221	83.396	C	Contabilizada
007808	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007807	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007810	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007812	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007811	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	247	239	247	82.333	C	Contabilizada
007813	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007814	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007815	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	246	232	246	82.0	C	Contabilizada
007816	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007817	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007818	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007819	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	253	238	253	84.333	C	Contabilizada
007820	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	245	227	245	81.667	C	Contabilizada
007821	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007822	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007823	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	247	238	247	82.333	C	Contabilizada
007824	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	246	238	246	82.0	C	Contabilizada
007825	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	256	242	256	85.333	C	Contabilizada
007826	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007827	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007828	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007829	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007830	10	040126	IE POLITECNICO RAFAEL SANTIAGO LOAYZA GUEVARA	8808	1	300	0	0	0	0.0	P	Pendiente
007831	10	040126	IEP PREMIO NOBEL MARIO VARGAS LLOSA	8815	1	288	0	0	0	0.0	P	Pendiente
007832	10	040126	IEP PREMIO NOBEL MARIO VARGAS LLOSA	8815	1	300	0	0	0	0.0	P	Pendiente
007833	10	040126	IEP PREMIO NOBEL MARIO VARGAS LLOSA	8815	1	300	0	0	0	0.0	P	Pendiente
007834	10	040126	IEP PREMIO NOBEL MARIO VARGAS LLOSA	8815	1	300	0	0	0	0.0	P	Pendiente
007835	10	040126	IEP PREMIO NOBEL MARIO VARGAS LLOSA	8815	1	300	0	0	0	0.0	P	Pendiente
007836	10	040126	IEP PREMIO NOBEL MARIO VARGAS LLOSA	8815	1	300	0	0	0	0.0	P	Pendiente
007837	10	040126	IEP PREMIO NOBEL MARIO VARGAS LLOSA	8815	1	300	0	0	0	0.0	P	Pendiente
007838	10	040126	IEP PREMIO NOBEL MARIO VARGAS LLOSA	8815	1	300	0	0	0	0.0	P	Pendiente
007839	10	040126	IEP PREMIO NOBEL MARIO VARGAS LLOSA	8815	1	300	0	0	0	0.0	P	Pendiente
007841	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	230	0	0	0	0.0	P	Pendiente
007840	10	040126	IEP PREMIO NOBEL MARIO VARGAS LLOSA	8815	1	300	0	0	0	0.0	P	Pendiente
007842	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007843	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007844	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007845	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007847	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007846	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007848	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007849	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007850	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007851	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007852	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007853	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007854	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007855	10	040126	IE 41031 MADRE DEL DIVINO AMOR	17044	1	300	0	0	0	0.0	P	Pendiente
007857	10	040126	IE SAN FRANCISCO JAVIER CIRCA	17045	1	300	0	0	0	0.0	P	Pendiente
007856	10	040126	IE SAN FRANCISCO JAVIER CIRCA	17045	1	230	0	0	0	0.0	P	Pendiente
007858	10	040126	IE SAN FRANCISCO JAVIER CIRCA	17045	1	300	0	0	0	0.0	P	Pendiente
007859	10	040126	IE SAN FRANCISCO JAVIER CIRCA	17045	1	300	0	0	0	0.0	P	Pendiente
007861	10	040126	IE SAN FRANCISCO JAVIER CIRCA	17045	1	300	0	0	0	0.0	P	Pendiente
007860	10	040126	IE SAN FRANCISCO JAVIER CIRCA	17045	1	300	0	0	0	0.0	P	Pendiente
007862	10	040126	IE SAN FRANCISCO JAVIER CIRCA	17045	1	300	0	0	0	0.0	P	Pendiente
007863	10	040126	IE SAN FRANCISCO JAVIER CIRCA	17045	1	300	0	0	0	0.0	P	Pendiente
007864	10	040126	IE SAN FRANCISCO JAVIER CIRCA	17045	1	300	0	0	0	0.0	P	Pendiente
007866	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	230	187	175	187	81.304	C	Contabilizada
007865	10	040126	IE SAN FRANCISCO JAVIER CIRCA	17045	1	300	0	0	0	0.0	P	Pendiente
007867	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	248	239	248	82.667	C	Contabilizada
007868	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	0	0	0	0.0	P	Pendiente
007869	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	258	236	258	86.0	C	Contabilizada
007870	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	0	0	0	0.0	P	Pendiente
007871	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	258	239	258	86.0	C	Contabilizada
007873	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	0	0	0	0.0	P	Pendiente
007872	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	0	0	0	0.0	P	Pendiente
007874	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	0	0	0	0.0	P	Pendiente
007875	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	258	241	258	86.0	C	Contabilizada
007876	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	260	248	260	86.667	C	Contabilizada
007878	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	250	226	250	83.333	C	Contabilizada
007877	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	0	0	0	0.0	P	Pendiente
007879	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	252	238	252	84.0	C	Contabilizada
007881	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	0	0	0	0.0	P	Pendiente
007880	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	247	233	247	82.333	C	Contabilizada
007882	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	0	0	0	0.0	P	Pendiente
007883	10	040126	IE CORAZON DE JESUS CIRCA	17582	1	300	0	0	0	0.0	P	Pendiente
007884	10	040127	IE 40033 SAN AGUSTIN DE HUNTER	0679	1	230	0	0	0	0.0	P	Pendiente
007886	10	040127	IE 40033 SAN AGUSTIN DE HUNTER	0679	1	300	0	0	0	0.0	P	Pendiente
007887	10	040127	IE 40033 SAN AGUSTIN DE HUNTER	0679	1	300	0	0	0	0.0	P	Pendiente
007888	10	040127	IE 40033 SAN AGUSTIN DE HUNTER	0679	1	300	0	0	0	0.0	P	Pendiente
007889	10	040127	IE 40033 SAN AGUSTIN DE HUNTER	0679	1	300	0	0	0	0.0	P	Pendiente
007885	10	040127	IE 40033 SAN AGUSTIN DE HUNTER	0679	1	300	0	0	0	0.0	P	Pendiente
007890	10	040127	IE 40033 SAN AGUSTIN DE HUNTER	0679	1	300	0	0	0	0.0	P	Pendiente
007891	10	040127	IE 40033 SAN AGUSTIN DE HUNTER	0679	1	300	0	0	0	0.0	P	Pendiente
007892	10	040127	IE 40033 SAN AGUSTIN DE HUNTER	0679	1	300	0	0	0	0.0	P	Pendiente
007893	10	040127	IE 40033 SAN AGUSTIN DE HUNTER	0679	1	300	0	0	0	0.0	P	Pendiente
007894	10	040127	IE 40043 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	0680	1	230	0	0	0	0.0	P	Pendiente
007895	10	040127	IE 40043 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	0680	1	300	0	0	0	0.0	P	Pendiente
007896	10	040127	IE 40043 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	0680	1	300	0	0	0	0.0	P	Pendiente
007897	10	040127	IE 40043 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	0680	1	300	0	0	0	0.0	P	Pendiente
007898	10	040127	IE 40043 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	0680	1	300	0	0	0	0.0	P	Pendiente
007899	10	040127	IE 40043 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	0680	1	300	0	0	0	0.0	P	Pendiente
007900	10	040127	IE 40043 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	0680	1	300	0	0	0	0.0	P	Pendiente
007901	10	040127	IE 40043 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	0680	1	300	0	0	0	0.0	P	Pendiente
007902	10	040127	IE 40043 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	0680	1	300	0	0	0	0.0	P	Pendiente
007903	10	040127	IE 40043 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	0680	1	300	0	0	0	0.0	P	Pendiente
007904	10	040127	IE 40043 NUESTRA SEÑORA DE LA MEDALLA MILAGROSA	0680	1	300	0	0	0	0.0	P	Pendiente
007905	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	237	0	0	0	0.0	P	Pendiente
007906	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007907	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007908	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007910	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007909	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007911	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007912	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007913	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007915	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007914	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007916	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007917	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007918	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007919	10	040127	IE 40200 REPUBLICA FEDERAL ALEMANA	0681	1	300	0	0	0	0.0	P	Pendiente
007920	10	040127	IE 40206 MILAGROS	0682	1	230	0	0	0	0.0	P	Pendiente
007921	10	040127	IE 40206 MILAGROS	0682	1	300	0	0	0	0.0	P	Pendiente
007922	10	040127	IE 40206 MILAGROS	0682	1	300	0	0	0	0.0	P	Pendiente
007923	10	040127	IE 40206 MILAGROS	0682	1	300	0	0	0	0.0	P	Pendiente
007925	10	040127	IE 40206 MILAGROS	0682	1	300	0	0	0	0.0	P	Pendiente
007924	10	040127	IE 40206 MILAGROS	0682	1	300	0	0	0	0.0	P	Pendiente
007926	10	040127	IE 40206 MILAGROS	0682	1	300	0	0	0	0.0	P	Pendiente
007927	10	040127	IE 40206 MILAGROS	0682	1	300	0	0	0	0.0	P	Pendiente
007928	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	276	0	0	0	0.0	P	Pendiente
007930	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007929	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007932	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007931	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007933	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007934	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007935	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007937	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007936	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007938	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007939	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	254	242	254	84.667	C	Contabilizada
007943	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007944	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007942	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007941	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007940	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007945	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007946	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007947	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007948	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	0	0	0	0.0	P	Pendiente
007949	10	040127	IE 40207 MARIANO MELGAR VALDIVIESO	0683	1	300	250	237	250	83.333	C	Contabilizada
007950	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	220	0	0	0	0.0	P	Pendiente
007952	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	291	0	0	0	0.0	P	Pendiente
007951	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	291	0	0	0	0.0	P	Pendiente
007953	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	291	0	0	0	0.0	P	Pendiente
007954	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	291	0	0	0	0.0	P	Pendiente
007955	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	291	0	0	0	0.0	P	Pendiente
007956	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	291	0	0	0	0.0	P	Pendiente
007957	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	291	0	0	0	0.0	P	Pendiente
007958	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007959	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007961	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007960	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007962	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007963	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007964	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007966	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007967	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007968	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007969	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007965	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007970	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007971	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007972	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007973	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007975	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007974	10	040127	IE JUAN PABLO VIZCARDO Y GUZMAN	0684	1	290	0	0	0	0.0	P	Pendiente
007976	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	249	0	0	0	0.0	P	Pendiente
007977	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007978	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007979	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007980	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007981	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007982	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007983	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007984	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007985	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007987	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007986	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007988	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007989	10	040127	IE ADVENTISTA EDUARDO FRANCISCO FORGA	8755	1	300	0	0	0	0.0	P	Pendiente
007992	10	040127	IEP GRAN MAESTRO JUAN ENRIQUE PESTALOZZI SECUNDARIA	8756	1	300	0	0	0	0.0	P	Pendiente
007991	10	040127	IEP GRAN MAESTRO JUAN ENRIQUE PESTALOZZI SECUNDARIA	8756	1	300	0	0	0	0.0	P	Pendiente
007993	10	040127	IEP GRAN MAESTRO JUAN ENRIQUE PESTALOZZI SECUNDARIA	8756	1	300	0	0	0	0.0	P	Pendiente
007994	10	040127	IEP GRAN MAESTRO JUAN ENRIQUE PESTALOZZI SECUNDARIA	8756	1	300	0	0	0	0.0	P	Pendiente
007990	10	040127	IEP GRAN MAESTRO JUAN ENRIQUE PESTALOZZI SECUNDARIA	8756	1	262	0	0	0	0.0	P	Pendiente
007995	10	040127	IEP GRAN MAESTRO JUAN ENRIQUE PESTALOZZI PRIMARIA	8757	1	284	0	0	0	0.0	P	Pendiente
007996	10	040127	IEP GRAN MAESTRO JUAN ENRIQUE PESTALOZZI PRIMARIA	8757	1	300	0	0	0	0.0	P	Pendiente
007997	10	040127	IEP GRAN MAESTRO JUAN ENRIQUE PESTALOZZI PRIMARIA	8757	1	300	0	0	0	0.0	P	Pendiente
007998	10	040127	IEP GRAN MAESTRO JUAN ENRIQUE PESTALOZZI PRIMARIA	8757	1	300	0	0	0	0.0	P	Pendiente
008000	10	040127	IEP MARIANISTA - PRIMARIA	8759	1	266	0	0	0	0.0	P	Pendiente
007999	10	040127	IEP GRAN MAESTRO JUAN ENRIQUE PESTALOZZI PRIMARIA	8757	1	300	0	0	0	0.0	P	Pendiente
008001	10	040127	IEP MARIANISTA - PRIMARIA	8759	1	300	0	0	0	0.0	P	Pendiente
008002	10	040127	IEP MARIANISTA - PRIMARIA	8759	1	300	0	0	0	0.0	P	Pendiente
008003	10	040127	IEP MARIANISTA - PRIMARIA	8759	1	300	0	0	0	0.0	P	Pendiente
008004	10	040127	IEP MARIANISTA - PRIMARIA	8759	1	300	0	0	0	0.0	P	Pendiente
